gene_id	avg_coverage	gene_length
PROKKA_MOD_PART0_10387	0	375
PROKKA_MOD_PART0_10388	0	282
PROKKA_MOD_PART0_10389	0	1017
PROKKA_MOD_PART0_10390	0	246
PROKKA_MOD_PART0_10391	0	762
PROKKA_MOD_PART0_10392	0	1098
PROKKA_MOD_PART0_10393	0.802548	471
PROKKA_MOD_PART0_10394	0	600
PROKKA_MOD_PART0_10395	0	813
PROKKA_MOD_PART0_10396	0	2034
PROKKA_MOD_PART0_10397	0	294
PROKKA_MOD_PART0_10398	0	156
PROKKA_MOD_PART0_10399	0	834
PROKKA_MOD_PART0_10400	0	1524
PROKKA_MOD_PART0_10401	0	993
PROKKA_MOD_PART0_10402	0	132
PROKKA_MOD_PART0_10403	0	543
PROKKA_MOD_PART0_10404	0	732
PROKKA_MOD_PART0_10405	0	72
PROKKA_MOD_PART0_10406	0	738
PROKKA_MOD_PART0_10407	0	906
PROKKA_MOD_PART0_10408	0.27451	459
PROKKA_MOD_PART0_10409	0.608696	552
PROKKA_MOD_PART0_10410	0	2163
PROKKA_MOD_PART0_10411	0	1299
PROKKA_MOD_PART0_10412	0	108
PROKKA_MOD_PART0_10413	0	240
PROKKA_MOD_PART0_10414	0	615
PROKKA_MOD_PART0_10415	0	531
PROKKA_MOD_PART0_10416	0	570
PROKKA_MOD_PART0_10417	0	540
PROKKA_MOD_PART0_10418	0	1461
PROKKA_MOD_PART0_10419	0	588
PROKKA_MOD_PART0_10420	0	1083
PROKKA_MOD_PART0_10421	0	2262
PROKKA_MOD_PART0_10422	0	672
PROKKA_MOD_PART0_10423	0	1128
PROKKA_MOD_PART0_10424	0	693
PROKKA_MOD_PART0_10425	0	81
PROKKA_MOD_PART0_10426	0	984
PROKKA_MOD_PART0_10427	0	303
PROKKA_MOD_PART0_10428	0	411
PROKKA_MOD_PART0_10429	0	255
PROKKA_MOD_PART0_10430	0	612
PROKKA_MOD_PART0_10431	0	384
PROKKA_MOD_PART0_10432	0	219
PROKKA_MOD_PART0_10433	0	354
PROKKA_MOD_PART0_10434	0	639
PROKKA_MOD_PART0_10435	0	138
PROKKA_MOD_PART0_10436	0	174
PROKKA_MOD_PART0_10437	0	426
PROKKA_MOD_PART0_10438	0	657
PROKKA_MOD_PART0_10439	0	615
PROKKA_MOD_PART0_10440	0	438
PROKKA_MOD_PART0_10441	0	267
PROKKA_MOD_PART0_10442	0	219
PROKKA_MOD_PART0_10443	0	582
PROKKA_MOD_PART0_10444	0	423
PROKKA_MOD_PART0_10445	0	963
PROKKA_MOD_PART0_10446	0	849
PROKKA_MOD_PART0_10447	0.0681133	1659
PROKKA_MOD_PART0_10448	0	1398
PROKKA_MOD_PART0_10449	0.511574	432
PROKKA_MOD_PART0_10450	0.0465838	966
PROKKA_MOD_PART0_10451	0.144828	870
PROKKA_MOD_PART0_10452	0	783
PROKKA_MOD_PART0_10453	0.199052	633
PROKKA_MOD_PART0_10454	0	792
PROKKA_MOD_PART0_10455	0	582
PROKKA_MOD_PART0_10456	0.228261	552
PROKKA_MOD_PART0_10457	0	279
PROKKA_MOD_PART0_10458	0.491228	513
PROKKA_MOD_PART0_10459	0.0917603	1068
PROKKA_MOD_PART0_10460	0.758945	1062
PROKKA_MOD_PART0_10461	0.362702	681
PROKKA_MOD_PART0_10462	0	6360
PROKKA_MOD_PART0_10463	0	549
PROKKA_MOD_PART0_10464	0	126
PROKKA_MOD_PART0_10465	0	144
PROKKA_MOD_PART0_10466	0	168
PROKKA_MOD_PART0_10467	0.132594	1893
PROKKA_MOD_PART0_10468	0.103448	1218
PROKKA_MOD_PART0_10469	0	381
PROKKA_MOD_PART0_10470	0	357
PROKKA_MOD_PART0_10471	0	273
PROKKA_MOD_PART0_10472	0	186
PROKKA_MOD_PART0_10473	0	558
PROKKA_MOD_PART0_10474	0	1398
PROKKA_MOD_PART0_10475	0	957
PROKKA_MOD_PART0_10476	0	609
PROKKA_MOD_PART0_10477	0	1002
PROKKA_MOD_PART0_10478	0	1605
PROKKA_MOD_PART0_10479	0.329412	765
PROKKA_MOD_PART0_10480	0.180258	1398
PROKKA_MOD_PART0_10481	0	1107
PROKKA_MOD_PART0_10482	0	582
PROKKA_MOD_PART0_10483	0	222
PROKKA_MOD_PART0_10484	0	456
PROKKA_MOD_PART0_10485	0	822
PROKKA_MOD_PART0_10486	0	345
PROKKA_MOD_PART0_10487	0	321
PROKKA_MOD_PART0_10488	0	507
PROKKA_MOD_PART0_10489	0	117
PROKKA_MOD_PART0_10490	0	984
PROKKA_MOD_PART0_10491	0	717
PROKKA_MOD_PART0_10492	0	240
PROKKA_MOD_PART0_10493	0	354
PROKKA_MOD_PART0_10494	0	288
PROKKA_MOD_PART0_10495	0	783
PROKKA_MOD_PART0_10496	0	1215
PROKKA_MOD_PART0_10497	0	882
PROKKA_MOD_PART0_10498	0	732
PROKKA_MOD_PART0_10499	0	186
PROKKA_MOD_PART0_10500	0	1050
PROKKA_MOD_PART0_10501	0	618
PROKKA_MOD_PART0_10502	0	294
PROKKA_MOD_PART0_10503	0	243
PROKKA_MOD_PART0_10504	0	111
PROKKA_MOD_PART0_10505	0	132
PROKKA_MOD_PART0_10506	0	684
PROKKA_MOD_PART0_10507	0	621
PROKKA_MOD_PART0_10508	0	375
PROKKA_MOD_PART0_10509	0	990
PROKKA_MOD_PART0_10510	0	504
PROKKA_MOD_PART0_10511	0	849
PROKKA_MOD_PART0_10512	0	990
PROKKA_MOD_PART0_10513	0	240
PROKKA_MOD_PART0_10514	0	954
PROKKA_MOD_PART0_10515	0	210
PROKKA_MOD_PART0_10516	0	357
PROKKA_MOD_PART0_10517	0	339
PROKKA_MOD_PART0_10518	0	759
PROKKA_MOD_PART0_10519	0	1104
PROKKA_MOD_PART0_10520	0	828
PROKKA_MOD_PART0_10521	0	360
PROKKA_MOD_PART0_10522	0	105
PROKKA_MOD_PART0_10523	0	411
PROKKA_MOD_PART0_10524	0	675
PROKKA_MOD_PART0_10525	0	576
PROKKA_MOD_PART0_10526	0	699
PROKKA_MOD_PART0_10527	0	501
PROKKA_MOD_PART0_10528	0	435
PROKKA_MOD_PART0_10529	0	474
PROKKA_MOD_PART0_10530	0	234
PROKKA_MOD_PART0_10531	0	633
PROKKA_MOD_PART0_10532	0	129
PROKKA_MOD_PART0_10533	0	1131
PROKKA_MOD_PART0_10534	0	579
PROKKA_MOD_PART0_10535	0	813
PROKKA_MOD_PART0_10536	0	771
PROKKA_MOD_PART0_10537	0	84
PROKKA_MOD_PART0_10538	0	102
PROKKA_MOD_PART0_10539	0	2418
PROKKA_MOD_PART0_10540	0	2577
PROKKA_MOD_PART0_10541	0.224005	1683
PROKKA_MOD_PART0_10542	0	1047
PROKKA_MOD_PART0_10543	0.418492	411
PROKKA_MOD_PART0_10544	0	60
PROKKA_MOD_PART0_10545	0	270
PROKKA_MOD_PART0_10546	0	243
PROKKA_MOD_PART0_10547	0	1836
PROKKA_MOD_PART0_10548	0	540
PROKKA_MOD_PART0_10549	0	708
PROKKA_MOD_PART0_10550	0	552
PROKKA_MOD_PART0_10551	0	1446
PROKKA_MOD_PART0_10552	0	285
PROKKA_MOD_PART0_10553	0	1053
PROKKA_MOD_PART0_10554	0	603
PROKKA_MOD_PART0_10555	0	1398
PROKKA_MOD_PART0_10556	0	612
PROKKA_MOD_PART0_10557	0	1818
PROKKA_MOD_PART0_10558	0.109091	2310
PROKKA_MOD_PART0_10559	0	1965
PROKKA_MOD_PART0_10560	0	960
PROKKA_MOD_PART0_10561	0	732
PROKKA_MOD_PART0_10562	0.899573	1404
PROKKA_MOD_PART0_10563	0.253333	1050
PROKKA_MOD_PART0_10564	0.634849	660
PROKKA_MOD_PART0_10565	0.503704	675
PROKKA_MOD_PART0_10566	0.829787	141
PROKKA_MOD_PART0_10567	0	165
PROKKA_MOD_PART0_10568	0	927
PROKKA_MOD_PART0_10569	0	1911
PROKKA_MOD_PART0_10570	0	567
PROKKA_MOD_PART0_10571	0	1179
PROKKA_MOD_PART0_10572	0	591
PROKKA_MOD_PART0_10573	0	810
PROKKA_MOD_PART0_10574	0	273
PROKKA_MOD_PART0_10575	0	528
PROKKA_MOD_PART0_10576	0.281531	444
PROKKA_MOD_PART0_10577	0.506024	249
PROKKA_MOD_PART0_10578	0.340881	795
PROKKA_MOD_PART0_10579	0.683688	705
PROKKA_MOD_PART0_10580	0.0378251	846
PROKKA_MOD_PART0_10581	0.477961	726
PROKKA_MOD_PART0_10582	0	369
PROKKA_MOD_PART0_10583	0	885
PROKKA_MOD_PART0_10584	0	561
PROKKA_MOD_PART0_10585	0	1023
PROKKA_MOD_PART0_10586	0.338983	354
PROKKA_MOD_PART0_10587	0	81
PROKKA_MOD_PART0_10588	0	135
PROKKA_MOD_PART0_10589	0	117
PROKKA_MOD_PART0_10590	0	258
PROKKA_MOD_PART0_10591	0.164706	765
PROKKA_MOD_PART0_10592	0	480
PROKKA_MOD_PART0_10593	0	135
PROKKA_MOD_PART0_10594	0	141
PROKKA_MOD_PART0_10595	0.216769	489
PROKKA_MOD_PART0_10596	0.55102	588
PROKKA_MOD_PART0_10597	0.11655	429
PROKKA_MOD_PART0_10598	0	210
PROKKA_MOD_PART0_10599	0.762346	324
PROKKA_MOD_PART0_10600	0	183
PROKKA_MOD_PART0_10601	0	198
PROKKA_MOD_PART0_10602	0	366
PROKKA_MOD_PART0_10603	0	201
PROKKA_MOD_PART0_10604	0	339
PROKKA_MOD_PART0_10605	0	267
PROKKA_MOD_PART0_10606	0	285
PROKKA_MOD_PART0_10607	0	162
PROKKA_MOD_PART0_10608	0	393
PROKKA_MOD_PART0_10609	0	483
PROKKA_MOD_PART0_10610	0	651
PROKKA_MOD_PART0_10611	0	636
PROKKA_MOD_PART0_10612	0	675
PROKKA_MOD_PART0_10613	0	396
PROKKA_MOD_PART0_10614	0	762
PROKKA_MOD_PART0_10615	0	318
PROKKA_MOD_PART0_10616	0	249
PROKKA_MOD_PART0_10617	0	150
PROKKA_MOD_PART0_10618	0	138
PROKKA_MOD_PART0_10619	0	726
PROKKA_MOD_PART0_10620	0	108
PROKKA_MOD_PART0_10621	0	687
PROKKA_MOD_PART0_10622	0	159
PROKKA_MOD_PART0_10623	0.116788	1233
PROKKA_MOD_PART0_10624	0	981
PROKKA_MOD_PART0_10625	0	471
PROKKA_MOD_PART0_10626	0	126
PROKKA_MOD_PART0_10627	0	783
PROKKA_MOD_PART0_10628	0	633
PROKKA_MOD_PART0_10629	0	186
PROKKA_MOD_PART0_10630	0.216092	870
PROKKA_MOD_PART0_10631	0	933
PROKKA_MOD_PART0_10632	0	885
PROKKA_MOD_PART0_10633	0	324
PROKKA_MOD_PART0_10634	0	150
PROKKA_MOD_PART0_10635	0	702
PROKKA_MOD_PART0_10636	0	162
PROKKA_MOD_PART0_10637	0.319269	711
PROKKA_MOD_PART0_10638	0.0047619	420
PROKKA_MOD_PART0_10639	0	279
PROKKA_MOD_PART0_10640	0	825
PROKKA_MOD_PART0_10641	0	291
PROKKA_MOD_PART0_10642	0	633
PROKKA_MOD_PART0_10643	0	630
PROKKA_MOD_PART0_10644	0	306
PROKKA_MOD_PART0_10645	0	2070
PROKKA_MOD_PART0_10646	0	468
PROKKA_MOD_PART0_10647	0.128	375
PROKKA_MOD_PART0_10648	0	1488
PROKKA_MOD_PART0_10649	0	666
PROKKA_MOD_PART0_10650	0	900
PROKKA_MOD_PART0_10651	0	972
PROKKA_MOD_PART0_10652	0	582
PROKKA_MOD_PART0_10653	0	312
PROKKA_MOD_PART0_10654	0	594
PROKKA_MOD_PART0_10655	0.313333	150
PROKKA_MOD_PART0_10656	0.376278	978
PROKKA_MOD_PART0_10657	0	972
PROKKA_MOD_PART0_10658	0.400362	552
PROKKA_MOD_PART0_10659	0	348
PROKKA_MOD_PART0_10660	0	216
PROKKA_MOD_PART0_10661	0	900
PROKKA_MOD_PART0_10662	0	411
PROKKA_MOD_PART0_10663	0	99
PROKKA_MOD_PART0_10664	0	303
PROKKA_MOD_PART0_10665	0	195
PROKKA_MOD_PART0_10666	0.187831	378
PROKKA_MOD_PART0_10667	0	426
PROKKA_MOD_PART0_10668	0	183
PROKKA_MOD_PART0_10669	0	156
PROKKA_MOD_PART0_10670	0.751938	645
PROKKA_MOD_PART0_10671	0	123
PROKKA_MOD_PART0_10672	0	696
PROKKA_MOD_PART0_10673	0	825
PROKKA_MOD_PART0_10674	0	1026
PROKKA_MOD_PART0_10675	0	774
PROKKA_MOD_PART0_10676	0	303
PROKKA_MOD_PART0_10677	0	321
PROKKA_MOD_PART0_10678	0	678
PROKKA_MOD_PART0_10679	0	597
PROKKA_MOD_PART0_10680	0	858
PROKKA_MOD_PART0_10681	0	99
PROKKA_MOD_PART0_10682	0	279
PROKKA_MOD_PART0_10683	0	459
PROKKA_MOD_PART0_10684	0	405
PROKKA_MOD_PART0_10685	0	732
PROKKA_MOD_PART0_10686	0	2193
PROKKA_MOD_PART0_10687	0	360
PROKKA_MOD_PART0_10688	0	261
PROKKA_MOD_PART0_10689	0.543438	1623
PROKKA_MOD_PART0_10690	0.185022	681
PROKKA_MOD_PART0_10691	0	1005
PROKKA_MOD_PART0_10692	0	66
PROKKA_MOD_PART0_10693	0	795
PROKKA_MOD_PART0_10694	0	381
PROKKA_MOD_PART0_10695	0	1506
PROKKA_MOD_PART0_10696	0	1035
PROKKA_MOD_PART0_10697	0	666
PROKKA_MOD_PART0_10698	0	480
PROKKA_MOD_PART0_10699	0	297
PROKKA_MOD_PART0_10700	0	300
PROKKA_MOD_PART0_10701	0	426
PROKKA_MOD_PART0_10702	0	795
PROKKA_MOD_PART0_10703	0	561
PROKKA_MOD_PART0_10704	0	402
PROKKA_MOD_PART0_10705	0	813
PROKKA_MOD_PART0_10706	0	285
PROKKA_MOD_PART0_10707	0	258
PROKKA_MOD_PART0_10708	0	408
PROKKA_MOD_PART0_10709	0	273
PROKKA_MOD_PART0_10710	0.442685	1326
PROKKA_MOD_PART0_10711	0.35	360
PROKKA_MOD_PART0_10712	0	1068
PROKKA_MOD_PART0_10713	0.403633	2973
PROKKA_MOD_PART0_10714	0	132
PROKKA_MOD_PART0_10715	0	402
PROKKA_MOD_PART0_10716	0	444
PROKKA_MOD_PART0_10717	0	156
PROKKA_MOD_PART0_10718	0.14988	834
PROKKA_MOD_PART0_10719	0	381
PROKKA_MOD_PART0_10720	0	747
PROKKA_MOD_PART0_10721	0	624
PROKKA_MOD_PART0_10722	0	165
PROKKA_MOD_PART0_10723	0	432
PROKKA_MOD_PART0_10724	0	873
PROKKA_MOD_PART0_10725	0.5	252
PROKKA_MOD_PART0_10726	0.398693	153
PROKKA_MOD_PART0_10727	0	807
PROKKA_MOD_PART0_10728	0	282
PROKKA_MOD_PART0_10729	0	1065
PROKKA_MOD_PART0_10730	0	237
PROKKA_MOD_PART0_10731	0	666
PROKKA_MOD_PART0_10732	0	657
PROKKA_MOD_PART0_10733	0	591
PROKKA_MOD_PART0_10734	0	321
PROKKA_MOD_PART0_10735	0	147
PROKKA_MOD_PART0_10736	0	444
PROKKA_MOD_PART0_10737	0	1122
PROKKA_MOD_PART0_10738	0	1923
PROKKA_MOD_PART0_10739	0	816
PROKKA_MOD_PART0_10740	1.26599	297
PROKKA_MOD_PART0_10741	0	96
PROKKA_MOD_PART0_10742	0	606
PROKKA_MOD_PART0_10743	0	1923
PROKKA_MOD_PART0_10744	0	1632
PROKKA_MOD_PART0_10745	0	306
PROKKA_MOD_PART0_10746	0	1575
PROKKA_MOD_PART0_10747	0	201
PROKKA_MOD_PART0_10748	0	189
PROKKA_MOD_PART0_10749	0	711
PROKKA_MOD_PART0_10750	0	594
PROKKA_MOD_PART0_10751	0	243
PROKKA_MOD_PART0_10752	0	75
PROKKA_MOD_PART0_10753	0	90
PROKKA_MOD_PART0_10754	0	378
PROKKA_MOD_PART0_10755	0	207
PROKKA_MOD_PART0_10756	0	699
PROKKA_MOD_PART0_10757	0	504
PROKKA_MOD_PART0_10758	0	585
PROKKA_MOD_PART0_10759	0	810
PROKKA_MOD_PART0_10760	0	855
PROKKA_MOD_PART0_10761	0	459
PROKKA_MOD_PART0_10762	0	159
PROKKA_MOD_PART0_10763	0.215385	585
PROKKA_MOD_PART0_10764	0	576
PROKKA_MOD_PART0_10765	0	1119
PROKKA_MOD_PART0_10766	0	357
PROKKA_MOD_PART0_10767	0	168
PROKKA_MOD_PART0_10768	0	924
PROKKA_MOD_PART0_10769	0	1056
PROKKA_MOD_PART0_10770	0	429
PROKKA_MOD_PART0_10771	0	834
PROKKA_MOD_PART0_10772	0	1011
PROKKA_MOD_PART0_10773	0	495
PROKKA_MOD_PART0_10774	0	204
PROKKA_MOD_PART0_10775	0	228
PROKKA_MOD_PART0_10776	0	66
PROKKA_MOD_PART0_10777	0.121038	2082
PROKKA_MOD_PART0_10778	0	363
PROKKA_MOD_PART0_10779	0	774
PROKKA_MOD_PART0_10780	0	873
PROKKA_MOD_PART0_10781	0	243
PROKKA_MOD_PART0_10782	0	384
PROKKA_MOD_PART0_10783	0	399
PROKKA_MOD_PART0_10784	0.0266667	525
PROKKA_MOD_PART0_10785	0	618
PROKKA_MOD_PART0_10786	0	270
PROKKA_MOD_PART0_10787	0	471
PROKKA_MOD_PART0_10788	0	408
PROKKA_MOD_PART0_10789	0	1215
PROKKA_MOD_PART0_10790	0	681
PROKKA_MOD_PART0_10791	0	984
PROKKA_MOD_PART0_10792	0	360
PROKKA_MOD_PART0_10793	0	252
PROKKA_MOD_PART0_10794	0	471
PROKKA_MOD_PART0_10795	0	1086
PROKKA_MOD_PART0_10796	0	171
PROKKA_MOD_PART0_10797	0.1834	747
PROKKA_MOD_PART0_10798	0.691824	159
PROKKA_MOD_PART0_10799	0	996
PROKKA_MOD_PART0_10800	0.420962	582
PROKKA_MOD_PART0_10801	0	96
PROKKA_MOD_PART0_10802	0	732
PROKKA_MOD_PART0_10803	0	1008
PROKKA_MOD_PART0_10804	0	852
PROKKA_MOD_PART0_10805	0	660
PROKKA_MOD_PART0_10806	0	807
PROKKA_MOD_PART0_10807	0	459
PROKKA_MOD_PART0_10808	0	687
PROKKA_MOD_PART0_10809	0	264
PROKKA_MOD_PART0_10810	0	720
PROKKA_MOD_PART0_10811	0	3090
PROKKA_MOD_PART0_10812	0	216
PROKKA_MOD_PART0_10813	0	303
PROKKA_MOD_PART0_10814	0	483
PROKKA_MOD_PART0_10815	0	891
PROKKA_MOD_PART0_10816	0	366
PROKKA_MOD_PART0_10817	0	519
PROKKA_MOD_PART0_10818	0	141
PROKKA_MOD_PART0_10819	0	912
PROKKA_MOD_PART0_10820	0.297491	837
PROKKA_MOD_PART0_10821	0	705
PROKKA_MOD_PART0_10822	0	111
PROKKA_MOD_PART0_10823	0	666
PROKKA_MOD_PART0_10824	0	1104
PROKKA_MOD_PART0_10825	0	384
PROKKA_MOD_PART0_10826	0	120
PROKKA_MOD_PART0_10827	0	330
PROKKA_MOD_PART0_10828	0	294
PROKKA_MOD_PART0_10829	0	744
PROKKA_MOD_PART0_10830	0	459
PROKKA_MOD_PART0_10831	0	666
PROKKA_MOD_PART0_10832	0	798
PROKKA_MOD_PART0_10833	0	690
PROKKA_MOD_PART0_10834	0	441
PROKKA_MOD_PART0_10835	0	585
PROKKA_MOD_PART0_10836	0	930
PROKKA_MOD_PART0_10837	0	1257
PROKKA_MOD_PART0_10838	0	273
PROKKA_MOD_PART0_10839	0	237
PROKKA_MOD_PART0_10840	0	522
PROKKA_MOD_PART0_10841	0	303
PROKKA_MOD_PART0_10842	0	294
PROKKA_MOD_PART0_10843	0	162
PROKKA_MOD_PART0_10844	0	1218
PROKKA_MOD_PART0_10845	0	432
PROKKA_MOD_PART0_10846	0	363
PROKKA_MOD_PART0_10847	0	969
PROKKA_MOD_PART0_10848	0	984
PROKKA_MOD_PART0_10849	0	633
PROKKA_MOD_PART0_10850	0	345
PROKKA_MOD_PART0_10851	0	423
PROKKA_MOD_PART0_10852	0	336
PROKKA_MOD_PART0_10853	0	669
PROKKA_MOD_PART0_10854	0	198
PROKKA_MOD_PART0_10855	0	213
PROKKA_MOD_PART0_10856	0.197999	1899
PROKKA_MOD_PART0_10857	0	552
PROKKA_MOD_PART0_10858	0.558823	204
PROKKA_MOD_PART0_10859	0.0720721	222
PROKKA_MOD_PART0_10860	0	495
PROKKA_MOD_PART0_10861	0	954
PROKKA_MOD_PART0_10862	0	1167
PROKKA_MOD_PART0_10863	0	423
PROKKA_MOD_PART0_10864	0	75
PROKKA_MOD_PART0_10865	0	330
PROKKA_MOD_PART0_10866	0	213
PROKKA_MOD_PART0_10867	0	276
PROKKA_MOD_PART0_10868	0	270
PROKKA_MOD_PART0_10869	0	1032
PROKKA_MOD_PART0_10870	0	438
PROKKA_MOD_PART0_10871	0	162
PROKKA_MOD_PART0_10872	0	501
PROKKA_MOD_PART0_10873	0	1014
PROKKA_MOD_PART0_10874	0	408
PROKKA_MOD_PART0_10875	0	603
PROKKA_MOD_PART0_10876	0	318
PROKKA_MOD_PART0_10877	0	189
PROKKA_MOD_PART0_10878	0.238095	525
PROKKA_MOD_PART0_10879	0.417911	603
PROKKA_MOD_PART0_10880	0	237
PROKKA_MOD_PART0_10881	0	276
PROKKA_MOD_PART0_10882	0	609
PROKKA_MOD_PART0_10883	0	1221
PROKKA_MOD_PART0_10884	0	522
PROKKA_MOD_PART0_10885	0	678
PROKKA_MOD_PART0_10886	0	1110
PROKKA_MOD_PART0_10887	0	588
PROKKA_MOD_PART0_10888	0	399
PROKKA_MOD_PART0_10889	0	129
PROKKA_MOD_PART0_10890	0	381
PROKKA_MOD_PART0_10891	0	1089
PROKKA_MOD_PART0_10892	0	312
PROKKA_MOD_PART0_10893	0	837
PROKKA_MOD_PART0_10894	0	123
PROKKA_MOD_PART0_10895	0	837
PROKKA_MOD_PART0_10896	0	369
PROKKA_MOD_PART0_10897	0	216
PROKKA_MOD_PART0_10898	0	564
PROKKA_MOD_PART0_10899	0	117
PROKKA_MOD_PART0_10900	0	528
PROKKA_MOD_PART0_10901	0	93
PROKKA_MOD_PART0_10902	0	807
PROKKA_MOD_PART0_10903	0	1344
PROKKA_MOD_PART0_10904	0	759
PROKKA_MOD_PART0_10905	0	237
PROKKA_MOD_PART0_10906	0	315
PROKKA_MOD_PART0_10907	0	309
PROKKA_MOD_PART0_10908	0	711
PROKKA_MOD_PART0_10909	0	291
PROKKA_MOD_PART0_10910	0	720
PROKKA_MOD_PART0_10911	0	1227
PROKKA_MOD_PART0_10912	0.145266	771
PROKKA_MOD_PART0_10913	0	786
PROKKA_MOD_PART0_10914	0	378
PROKKA_MOD_PART0_10915	0	84
PROKKA_MOD_PART0_10916	0	390
PROKKA_MOD_PART0_10917	0	291
PROKKA_MOD_PART0_10918	0	309
PROKKA_MOD_PART0_10919	0	633
PROKKA_MOD_PART0_10920	0	753
PROKKA_MOD_PART0_10921	0	975
PROKKA_MOD_PART0_10922	0	705
PROKKA_MOD_PART0_10923	0	519
PROKKA_MOD_PART0_10924	0	1143
PROKKA_MOD_PART0_10925	0	531
PROKKA_MOD_PART0_10926	0	606
PROKKA_MOD_PART0_10927	0	1530
PROKKA_MOD_PART0_10928	0	1689
PROKKA_MOD_PART0_10929	0	657
PROKKA_MOD_PART0_10930	0	990
PROKKA_MOD_PART0_10931	0	999
PROKKA_MOD_PART0_10932	0	774
PROKKA_MOD_PART0_10933	0	201
PROKKA_MOD_PART0_10934	0	678
PROKKA_MOD_PART0_10935	0	306
PROKKA_MOD_PART0_10936	0.168	750
PROKKA_MOD_PART0_10937	0	252
PROKKA_MOD_PART0_10938	0	630
PROKKA_MOD_PART0_10939	0	1224
PROKKA_MOD_PART0_10940	0	1092
PROKKA_MOD_PART0_10941	0	576
PROKKA_MOD_PART0_10942	0	756
PROKKA_MOD_PART0_10943	0.10008	2508
PROKKA_MOD_PART0_10944	0	1272
PROKKA_MOD_PART0_10945	0	552
PROKKA_MOD_PART0_10946	0	711
PROKKA_MOD_PART0_10947	0	513
PROKKA_MOD_PART0_10948	0	315
PROKKA_MOD_PART0_10949	0	1020
PROKKA_MOD_PART0_10950	0	219
PROKKA_MOD_PART0_10951	0	651
PROKKA_MOD_PART0_10952	0	537
PROKKA_MOD_PART0_10953	0	612
PROKKA_MOD_PART0_10954	0	720
PROKKA_MOD_PART0_10955	0	1254
PROKKA_MOD_PART0_10956	0	216
PROKKA_MOD_PART0_10957	0	465
PROKKA_MOD_PART0_10958	0	177
PROKKA_MOD_PART0_10959	0	846
PROKKA_MOD_PART0_10960	0	495
PROKKA_MOD_PART0_10961	0	591
PROKKA_MOD_PART0_10962	0.087108	861
PROKKA_MOD_PART0_10963	0.386314	453
PROKKA_MOD_PART0_10964	0	813
PROKKA_MOD_PART0_10965	0	888
PROKKA_MOD_PART0_10966	0	936
PROKKA_MOD_PART0_10967	0	1644
PROKKA_MOD_PART0_10968	0	1272
PROKKA_MOD_PART0_10969	0.248016	1008
PROKKA_MOD_PART0_10970	0	534
PROKKA_MOD_PART0_10971	0	960
PROKKA_MOD_PART0_10972	0	756
PROKKA_MOD_PART0_10973	0	192
PROKKA_MOD_PART0_10974	0	264
PROKKA_MOD_PART0_10975	0	342
PROKKA_MOD_PART0_10976	0	900
PROKKA_MOD_PART0_10977	0	156
PROKKA_MOD_PART0_10978	0	822
PROKKA_MOD_PART0_10979	0	324
PROKKA_MOD_PART0_10980	0	696
PROKKA_MOD_PART0_10981	0	909
PROKKA_MOD_PART0_10982	0	363
PROKKA_MOD_PART0_10983	0	153
PROKKA_MOD_PART0_10984	0	144
PROKKA_MOD_PART0_10985	0	330
PROKKA_MOD_PART0_10986	0	105
PROKKA_MOD_PART0_10987	0	294
PROKKA_MOD_PART0_10988	0	1188
PROKKA_MOD_PART0_10989	0	216
PROKKA_MOD_PART0_10990	0	150
PROKKA_MOD_PART0_10991	0	384
PROKKA_MOD_PART0_10992	0	327
PROKKA_MOD_PART0_10993	0	624
PROKKA_MOD_PART0_10994	0	675
PROKKA_MOD_PART0_10995	0	516
PROKKA_MOD_PART0_10996	0	1620
PROKKA_MOD_PART0_10997	0	156
PROKKA_MOD_PART0_10998	0	1176
PROKKA_MOD_PART0_10999	0	198
PROKKA_MOD_PART0_11000	0	951
PROKKA_MOD_PART0_11001	0	582
PROKKA_MOD_PART0_11002	0	672
PROKKA_MOD_PART0_11003	0	255
PROKKA_MOD_PART0_11004	0	213
PROKKA_MOD_PART0_11005	0	237
PROKKA_MOD_PART0_11006	0	825
PROKKA_MOD_PART0_11007	0	168
PROKKA_MOD_PART0_11008	0	249
PROKKA_MOD_PART0_11009	0	459
PROKKA_MOD_PART0_11010	0	525
PROKKA_MOD_PART0_11011	0	252
PROKKA_MOD_PART0_11012	0	795
PROKKA_MOD_PART0_11013	0	294
PROKKA_MOD_PART0_11014	0	204
PROKKA_MOD_PART0_11015	0	126
PROKKA_MOD_PART0_11016	0	573
PROKKA_MOD_PART0_11017	0	996
PROKKA_MOD_PART0_11018	0	681
PROKKA_MOD_PART0_11019	0	627
PROKKA_MOD_PART0_11020	0	723
PROKKA_MOD_PART0_11021	0	792
PROKKA_MOD_PART0_11022	0	555
PROKKA_MOD_PART0_11023	0	1491
PROKKA_MOD_PART0_11024	0.413793	609
PROKKA_MOD_PART0_11025	0.289655	870
PROKKA_MOD_PART0_11026	0	1137
PROKKA_MOD_PART0_11027	0.33871	744
PROKKA_MOD_PART0_11028	0	1668
PROKKA_MOD_PART0_11029	0	972
PROKKA_MOD_PART0_11030	0	123
PROKKA_MOD_PART0_11031	0	561
PROKKA_MOD_PART0_11032	0	456
PROKKA_MOD_PART0_11033	0	903
PROKKA_MOD_PART0_11034	0	702
PROKKA_MOD_PART0_11035	0	2091
PROKKA_MOD_PART0_11036	0	942
