PROKKA_MOD_PART0_00016	TIGR01420
PROKKA_MOD_PART0_05996	TIGR00804
PROKKA_MOD_PART0_05997	TIGR00235
PROKKA_MOD_PART0_06002	TIGR02084
PROKKA_MOD_PART0_06004	TIGR03471
PROKKA_MOD_PART0_06006	TIGR00006
PROKKA_MOD_PART0_06007	TIGR00242
PROKKA_MOD_PART0_06010	TIGR02966
PROKKA_MOD_PART0_06013	TIGR00254
PROKKA_MOD_PART0_06015	TIGR00959
PROKKA_MOD_PART0_06018	TIGR02354
PROKKA_MOD_PART0_06047	TIGR00741
PROKKA_MOD_PART0_06050	TIGR03614
PROKKA_MOD_PART0_06051	TIGR03105
PROKKA_MOD_PART0_06055	TIGR00222
PROKKA_MOD_PART0_06063	TIGR00453
PROKKA_MOD_PART0_06065	TIGR00654
PROKKA_MOD_PART0_06067	TIGR02436
PROKKA_MOD_PART0_06069	TIGR00841
PROKKA_MOD_PART0_06078	TIGR01813
PROKKA_MOD_PART0_06083	TIGR03207
PROKKA_MOD_PART0_06085	TIGR00445
PROKKA_MOD_PART0_06087	TIGR01068
PROKKA_MOD_PART0_06094	TIGR01830
PROKKA_MOD_PART0_06095	TIGR01983
PROKKA_MOD_PART0_06097	TIGR03909
PROKKA_MOD_PART0_06110	TIGR01764
PROKKA_MOD_PART0_06115	TIGR00165
PROKKA_MOD_PART0_06116	TIGR00621
PROKKA_MOD_PART0_06123	TIGR00184
PROKKA_MOD_PART0_06132	TIGR02937
PROKKA_MOD_PART0_06170	TIGR03529
PROKKA_MOD_PART0_06172	TIGR00952
PROKKA_MOD_PART0_06200	TIGR01591
PROKKA_MOD_PART0_06201	TIGR00707
PROKKA_MOD_PART0_06203	TIGR01361
PROKKA_MOD_PART0_06215	TIGR02154
PROKKA_MOD_PART0_06217	TIGR01181
PROKKA_MOD_PART0_06218	TIGR01214
PROKKA_MOD_PART0_06228	TIGR04005
PROKKA_MOD_PART0_06239	TIGR00639
PROKKA_MOD_PART0_06249	TIGR01019
PROKKA_MOD_PART0_06250	TIGR00517
PROKKA_MOD_PART0_06251	TIGR02151
PROKKA_MOD_PART0_06270	TIGR02630
PROKKA_MOD_PART0_06278	TIGR00002
PROKKA_MOD_PART0_06279	TIGR00959
PROKKA_MOD_PART0_06280	TIGR00531
PROKKA_MOD_PART0_06286	TIGR02634
PROKKA_MOD_PART0_06288	TIGR01830
PROKKA_MOD_PART0_06294	TIGR01813
PROKKA_MOD_PART0_06296	TIGR00045
PROKKA_MOD_PART0_06297	TIGR03105
PROKKA_MOD_PART0_06298	TIGR03314
PROKKA_MOD_PART0_06303	TIGR00406
PROKKA_MOD_PART0_06313	TIGR00368
PROKKA_MOD_PART0_06339	TIGR02230
PROKKA_MOD_PART0_06358	TIGR02937
PROKKA_MOD_PART0_06361	TIGR00046
PROKKA_MOD_PART0_06367	TIGR00203
PROKKA_MOD_PART0_06368	TIGR00041
PROKKA_MOD_PART0_06370	TIGR01975
PROKKA_MOD_PART0_06373	TIGR01084
PROKKA_MOD_PART0_06382	TIGR01971
PROKKA_MOD_PART0_06384	TIGR00094
PROKKA_MOD_PART0_06398	TIGR00619
PROKKA_MOD_PART0_06404	TIGR01962
PROKKA_MOD_PART0_06412	TIGR00996
PROKKA_MOD_PART0_06417	TIGR00878
PROKKA_MOD_PART0_06419	TIGR03921
PROKKA_MOD_PART0_06421	TIGR02966
PROKKA_MOD_PART0_06424	TIGR04183
PROKKA_MOD_PART0_06427	TIGR00732
PROKKA_MOD_PART0_06430	TIGR03819
PROKKA_MOD_PART0_06433	TIGR01830
PROKKA_MOD_PART0_06438	TIGR01935
PROKKA_MOD_PART0_06456	TIGR00733
PROKKA_MOD_PART0_06462	TIGR01129
PROKKA_MOD_PART0_06463	TIGR00966
PROKKA_MOD_PART0_06469	TIGR02154
PROKKA_MOD_PART0_06481	TIGR01016
PROKKA_MOD_PART0_06482	TIGR00750
PROKKA_MOD_PART0_06483	TIGR00641
PROKKA_MOD_PART0_06484	TIGR03081
PROKKA_MOD_PART0_06486	TIGR00070
PROKKA_MOD_PART0_06487	TIGR03540
PROKKA_MOD_PART0_06488	TIGR03598
PROKKA_MOD_PART0_06489	TIGR00436
PROKKA_MOD_PART0_06492	TIGR03139
PROKKA_MOD_PART0_06493	TIGR00737
PROKKA_MOD_PART0_06495	TIGR00711
PROKKA_MOD_PART0_06504	TIGR03384
PROKKA_MOD_PART0_06508	TIGR03997
PROKKA_MOD_PART0_06511	TIGR00575
PROKKA_MOD_PART0_06514	TIGR01145
PROKKA_MOD_PART0_06521	TIGR02211
PROKKA_MOD_PART0_06523	TIGR03646
PROKKA_MOD_PART0_06525	TIGR02494
PROKKA_MOD_PART0_06535	TIGR03339
PROKKA_MOD_PART0_06537	TIGR03413
PROKKA_MOD_PART0_06546	TIGR02224
PROKKA_MOD_PART0_06556	TIGR04005
PROKKA_MOD_PART0_06557	TIGR01175
PROKKA_MOD_PART0_06560	TIGR01641
PROKKA_MOD_PART0_06561	TIGR02154
PROKKA_MOD_PART0_06569	TIGR03467
PROKKA_MOD_PART0_06572	TIGR03406
PROKKA_MOD_PART0_06577	TIGR02937
PROKKA_MOD_PART0_06594	TIGR00229
PROKKA_MOD_PART0_06614	TIGR02274
PROKKA_MOD_PART0_06648	TIGR00059
PROKKA_MOD_PART0_06668	TIGR00508
PROKKA_MOD_PART0_06684	TIGR02046
PROKKA_MOD_PART0_06685	TIGR01811
PROKKA_MOD_PART0_06694	TIGR00758
PROKKA_MOD_PART0_06708	TIGR02605
PROKKA_MOD_PART0_06710	TIGR01391
PROKKA_MOD_PART0_06723	TIGR02883
PROKKA_MOD_PART0_06728	TIGR02400
PROKKA_MOD_PART0_06732	TIGR00739
PROKKA_MOD_PART0_06733	TIGR02966
PROKKA_MOD_PART0_06741	TIGR01740
PROKKA_MOD_PART0_06744	TIGR00137
PROKKA_MOD_PART0_06745	TIGR02966
PROKKA_MOD_PART0_06746	TIGR02120
PROKKA_MOD_PART0_06749	TIGR03300
PROKKA_MOD_PART0_06750	TIGR03594
PROKKA_MOD_PART0_06763	TIGR03219
PROKKA_MOD_PART0_06768	TIGR00683
PROKKA_MOD_PART0_06769	TIGR01135
PROKKA_MOD_PART0_06770	TIGR01205
PROKKA_MOD_PART0_06771	TIGR03540
PROKKA_MOD_PART0_06772	TIGR02800
PROKKA_MOD_PART0_06775	TIGR03015
PROKKA_MOD_PART0_06782	TIGR02337
PROKKA_MOD_PART0_06783	TIGR01318
PROKKA_MOD_PART0_06789	TIGR03696
PROKKA_MOD_PART0_06791	TIGR03636
PROKKA_MOD_PART0_06792	TIGR01171
PROKKA_MOD_PART0_06796	TIGR00026
PROKKA_MOD_PART0_06817	TIGR02123
PROKKA_MOD_PART0_06820	TIGR01135
PROKKA_MOD_PART0_06821	TIGR03560
PROKKA_MOD_PART0_06822	TIGR02330
PROKKA_MOD_PART0_06823	TIGR00011
PROKKA_MOD_PART0_06824	TIGR01373
PROKKA_MOD_PART0_06825	TIGR01377
PROKKA_MOD_PART0_06827	TIGR02369
PROKKA_MOD_PART0_06829	TIGR02534
PROKKA_MOD_PART0_06830	TIGR03989
PROKKA_MOD_PART0_06852	TIGR04183
PROKKA_MOD_PART0_06855	TIGR03466
PROKKA_MOD_PART0_06865	TIGR01498
PROKKA_MOD_PART0_06866	TIGR00526
PROKKA_MOD_PART0_06872	TIGR01387
PROKKA_MOD_PART0_06878	TIGR01770
PROKKA_MOD_PART0_06879	TIGR01972
PROKKA_MOD_PART0_06897	TIGR02436
PROKKA_MOD_PART0_06914	TIGR00528
PROKKA_MOD_PART0_06929	TIGR01131
PROKKA_MOD_PART0_06934	TIGR01893
PROKKA_MOD_PART0_06945	TIGR00419
PROKKA_MOD_PART0_06949	TIGR00700
PROKKA_MOD_PART0_06951	TIGR02249
PROKKA_MOD_PART0_06955	TIGR00959
PROKKA_MOD_PART0_06959	TIGR03105
PROKKA_MOD_PART0_06961	TIGR01730
PROKKA_MOD_PART0_06964	TIGR03156
PROKKA_MOD_PART0_06965	TIGR00080
PROKKA_MOD_PART0_06977	TIGR02795
PROKKA_MOD_PART0_06991	TIGR01083
PROKKA_MOD_PART0_06993	TIGR00080
PROKKA_MOD_PART0_06994	TIGR01856
PROKKA_MOD_PART0_06996	TIGR00254
PROKKA_MOD_PART0_06997	TIGR00973
PROKKA_MOD_PART0_07006	TIGR03540
PROKKA_MOD_PART0_07015	TIGR01505
PROKKA_MOD_PART0_07016	TIGR01695
PROKKA_MOD_PART0_07029	TIGR01188
PROKKA_MOD_PART0_07030	TIGR00025
PROKKA_MOD_PART0_07032	TIGR02890
PROKKA_MOD_PART0_07034	TIGR03384
PROKKA_MOD_PART0_07039	TIGR00675
PROKKA_MOD_PART0_07042	TIGR03183
PROKKA_MOD_PART0_07051	TIGR03150
PROKKA_MOD_PART0_07052	TIGR00517
PROKKA_MOD_PART0_07053	TIGR01830
PROKKA_MOD_PART0_07054	TIGR00747
PROKKA_MOD_PART0_07085	TIGR00051
PROKKA_MOD_PART0_07089	TIGR03555
PROKKA_MOD_PART0_07116	TIGR03739
PROKKA_MOD_PART0_07139	TIGR04183
PROKKA_MOD_PART0_07160	TIGR01184
PROKKA_MOD_PART0_07164	TIGR02160
PROKKA_MOD_PART0_07171	TIGR03410
PROKKA_MOD_PART0_07179	TIGR00223
PROKKA_MOD_PART0_07181	TIGR01509
PROKKA_MOD_PART0_07191	TIGR02009
PROKKA_MOD_PART0_07194	TIGR01830
PROKKA_MOD_PART0_07197	TIGR02311
PROKKA_MOD_PART0_07198	TIGR02494
PROKKA_MOD_PART0_07199	TIGR00055
PROKKA_MOD_PART0_07200	TIGR00496
PROKKA_MOD_PART0_07201	TIGR02075
PROKKA_MOD_PART0_07202	TIGR00116
PROKKA_MOD_PART0_07205	TIGR00014
PROKKA_MOD_PART0_07212	TIGR01979
PROKKA_MOD_PART0_07227	TIGR02211
PROKKA_MOD_PART0_07236	TIGR01777
PROKKA_MOD_PART0_07240	TIGR01923
PROKKA_MOD_PART0_07247	TIGR01245
PROKKA_MOD_PART0_07248	TIGR03618
PROKKA_MOD_PART0_07250	TIGR02235
PROKKA_MOD_PART0_07251	TIGR00025
PROKKA_MOD_PART0_07252	TIGR01188
PROKKA_MOD_PART0_07262	TIGR03468
PROKKA_MOD_PART0_07264	TIGR03473
PROKKA_MOD_PART0_07266	TIGR02967
PROKKA_MOD_PART0_07276	TIGR02224
PROKKA_MOD_PART0_07281	TIGR03377
PROKKA_MOD_PART0_07282	TIGR03466
PROKKA_MOD_PART0_07283	TIGR03570
PROKKA_MOD_PART0_07286	TIGR00651
PROKKA_MOD_PART0_07287	TIGR00016
PROKKA_MOD_PART0_07296	TIGR02154
PROKKA_MOD_PART0_07310	TIGR01181
PROKKA_MOD_PART0_07314	TIGR01670
PROKKA_MOD_PART0_07323	TIGR00706
PROKKA_MOD_PART0_07333	TIGR02225
PROKKA_MOD_PART0_07334	TIGR02225
PROKKA_MOD_PART0_07335	TIGR02225
PROKKA_MOD_PART0_07340	TIGR03015
PROKKA_MOD_PART0_07341	TIGR03300
PROKKA_MOD_PART0_07342	TIGR02824
PROKKA_MOD_PART0_07345	TIGR02824
PROKKA_MOD_PART0_07353	TIGR03300
PROKKA_MOD_PART0_07365	TIGR02033
PROKKA_MOD_PART0_07375	TIGR01131
PROKKA_MOD_PART0_07377	TIGR01144
PROKKA_MOD_PART0_07378	TIGR01145
PROKKA_MOD_PART0_07382	TIGR02966
PROKKA_MOD_PART0_07383	TIGR00149
PROKKA_MOD_PART0_07385	TIGR00577
PROKKA_MOD_PART0_07386	TIGR00038
PROKKA_MOD_PART0_07390	TIGR01587
PROKKA_MOD_PART0_07396	TIGR01845
PROKKA_MOD_PART0_07399	TIGR02801
PROKKA_MOD_PART0_07407	TIGR00539
PROKKA_MOD_PART0_07409	TIGR02369
PROKKA_MOD_PART0_07410	TIGR02369
PROKKA_MOD_PART0_07411	TIGR02789
PROKKA_MOD_PART0_07412	TIGR02790
PROKKA_MOD_PART0_07413	TIGR02770
PROKKA_MOD_PART0_07418	TIGR01083
PROKKA_MOD_PART0_07419	TIGR01096
PROKKA_MOD_PART0_07421	TIGR01350
PROKKA_MOD_PART0_07424	TIGR04317
PROKKA_MOD_PART0_07427	TIGR00254
PROKKA_MOD_PART0_07430	TIGR00353
PROKKA_MOD_PART0_07432	TIGR02824
PROKKA_MOD_PART0_07435	TIGR02429
PROKKA_MOD_PART0_07437	TIGR01930
PROKKA_MOD_PART0_07438	TIGR00748
PROKKA_MOD_PART0_07441	TIGR03307
PROKKA_MOD_PART0_07442	TIGR00083
PROKKA_MOD_PART0_07444	TIGR00435
PROKKA_MOD_PART0_07445	TIGR00252
PROKKA_MOD_PART0_07471	TIGR04183
PROKKA_MOD_PART0_07478	TIGR03508
PROKKA_MOD_PART0_07479	TIGR00186
PROKKA_MOD_PART0_07489	TIGR01988
PROKKA_MOD_PART0_07496	TIGR00478
PROKKA_MOD_PART0_07503	TIGR03788
PROKKA_MOD_PART0_07515	TIGR00485
PROKKA_MOD_PART0_07524	TIGR01297
PROKKA_MOD_PART0_07531	TIGR00067
PROKKA_MOD_PART0_07540	TIGR00631
PROKKA_MOD_PART0_07542	TIGR00974
PROKKA_MOD_PART0_07543	TIGR00514
PROKKA_MOD_PART0_07548	TIGR02504
PROKKA_MOD_PART0_07550	TIGR03555
PROKKA_MOD_PART0_07551	TIGR02090
PROKKA_MOD_PART0_07552	TIGR03212
PROKKA_MOD_PART0_07553	TIGR01910
PROKKA_MOD_PART0_07554	TIGR02303
PROKKA_MOD_PART0_07556	TIGR00745
PROKKA_MOD_PART0_07557	TIGR00745
PROKKA_MOD_PART0_07558	TIGR02993
PROKKA_MOD_PART0_07560	TIGR01307
PROKKA_MOD_PART0_07561	TIGR00875
PROKKA_MOD_PART0_07577	TIGR00593
PROKKA_MOD_PART0_07583	TIGR01929
PROKKA_MOD_PART0_07584	TIGR02313
PROKKA_MOD_PART0_07586	TIGR01117
PROKKA_MOD_PART0_07587	TIGR01415
PROKKA_MOD_PART0_07600	TIGR01961
PROKKA_MOD_PART0_07619	TIGR01583
PROKKA_MOD_PART0_07626	TIGR00148
PROKKA_MOD_PART0_07632	TIGR02842
PROKKA_MOD_PART0_07638	TIGR01364
PROKKA_MOD_PART0_07641	TIGR01675
PROKKA_MOD_PART0_07642	TIGR00422
PROKKA_MOD_PART0_07645	TIGR00235
PROKKA_MOD_PART0_07647	TIGR01509
PROKKA_MOD_PART0_07662	TIGR03198
PROKKA_MOD_PART0_07678	TIGR03619
PROKKA_MOD_PART0_07686	TIGR00344
PROKKA_MOD_PART0_07688	TIGR02012
PROKKA_MOD_PART0_07689	TIGR02258
PROKKA_MOD_PART0_07690	TIGR00200
PROKKA_MOD_PART0_07692	TIGR00231
PROKKA_MOD_PART0_07694	TIGR00615
PROKKA_MOD_PART0_07695	TIGR00103
PROKKA_MOD_PART0_07697	TIGR03680
PROKKA_MOD_PART0_07706	TIGR01470
PROKKA_MOD_PART0_07707	TIGR01035
PROKKA_MOD_PART0_07710	TIGR00422
PROKKA_MOD_PART0_07713	TIGR02290
PROKKA_MOD_PART0_07714	TIGR03921
PROKKA_MOD_PART0_07725	TIGR00747
PROKKA_MOD_PART0_07729	TIGR02188
PROKKA_MOD_PART0_07738	TIGR00786
PROKKA_MOD_PART0_07740	TIGR00787
PROKKA_MOD_PART0_07741	TIGR01481
PROKKA_MOD_PART0_07745	TIGR00460
PROKKA_MOD_PART0_07747	TIGR00339
PROKKA_MOD_PART0_07749	TIGR01033
PROKKA_MOD_PART0_07750	TIGR00228
PROKKA_MOD_PART0_07751	TIGR00084
PROKKA_MOD_PART0_07753	TIGR00595
PROKKA_MOD_PART0_07756	TIGR04285
PROKKA_MOD_PART0_07773	TIGR01163
PROKKA_MOD_PART0_07782	TIGR01172
PROKKA_MOD_PART0_07787	TIGR01526
PROKKA_MOD_PART0_07789	TIGR02966
PROKKA_MOD_PART0_07796	TIGR04183
PROKKA_MOD_PART0_07802	TIGR03770
PROKKA_MOD_PART0_07809	TIGR00613
PROKKA_MOD_PART0_07821	TIGR01780
PROKKA_MOD_PART0_07822	TIGR00369
PROKKA_MOD_PART0_07824	TIGR03695
PROKKA_MOD_PART0_07825	TIGR01982
PROKKA_MOD_PART0_07826	TIGR02471
PROKKA_MOD_PART0_07827	TIGR02472
PROKKA_MOD_PART0_07828	TIGR02470
PROKKA_MOD_PART0_07829	TIGR03417
PROKKA_MOD_PART0_07837	TIGR04091
PROKKA_MOD_PART0_07841	TIGR01983
PROKKA_MOD_PART0_07853	TIGR01230
PROKKA_MOD_PART0_07854	TIGR00260
PROKKA_MOD_PART0_07862	TIGR01181
PROKKA_MOD_PART0_07864	TIGR00932
PROKKA_MOD_PART0_07866	TIGR01763
PROKKA_MOD_PART0_07869	TIGR01188
PROKKA_MOD_PART0_07887	TIGR02032
PROKKA_MOD_PART0_07891	TIGR03265
PROKKA_MOD_PART0_07892	TIGR02141
PROKKA_MOD_PART0_07906	TIGR04350
PROKKA_MOD_PART0_07907	TIGR00357
PROKKA_MOD_PART0_07909	TIGR01304
PROKKA_MOD_PART0_07910	TIGR01361
PROKKA_MOD_PART0_07917	TIGR00510
PROKKA_MOD_PART0_07920	TIGR00713
PROKKA_MOD_PART0_07921	TIGR00552
PROKKA_MOD_PART0_07955	TIGR00168
PROKKA_MOD_PART0_07958	TIGR00717
PROKKA_MOD_PART0_07963	TIGR02946
PROKKA_MOD_PART0_07972	TIGR02420
PROKKA_MOD_PART0_07974	TIGR02534
PROKKA_MOD_PART0_07980	TIGR02072
PROKKA_MOD_PART0_07985	TIGR00233
PROKKA_MOD_PART0_07996	TIGR02253
PROKKA_MOD_PART0_08002	TIGR00510
PROKKA_MOD_PART0_08008	TIGR03562
PROKKA_MOD_PART0_08011	TIGR01695
PROKKA_MOD_PART0_08020	TIGR00068
PROKKA_MOD_PART0_08033	TIGR00651
PROKKA_MOD_PART0_08038	TIGR00325
PROKKA_MOD_PART0_08039	TIGR00745
PROKKA_MOD_PART0_08044	TIGR02971
PROKKA_MOD_PART0_08057	TIGR01188
PROKKA_MOD_PART0_08062	TIGR02046
PROKKA_MOD_PART0_08063	TIGR01811
PROKKA_MOD_PART0_08072	TIGR01978
PROKKA_MOD_PART0_08084	TIGR02179
PROKKA_MOD_PART0_08087	TIGR02241
PROKKA_MOD_PART0_08101	TIGR02211
PROKKA_MOD_PART0_08102	TIGR01730
PROKKA_MOD_PART0_08106	TIGR01575
PROKKA_MOD_PART0_08108	TIGR02614
PROKKA_MOD_PART0_08119	TIGR00427
PROKKA_MOD_PART0_08123	TIGR02802
PROKKA_MOD_PART0_08133	TIGR00254
PROKKA_MOD_PART0_08141	TIGR00198
PROKKA_MOD_PART0_08153	TIGR02429
PROKKA_MOD_PART0_08168	TIGR01940
PROKKA_MOD_PART0_08169	TIGR01939
PROKKA_MOD_PART0_08171	TIGR01937
PROKKA_MOD_PART0_08172	TIGR01936
PROKKA_MOD_PART0_08173	TIGR02748
PROKKA_MOD_PART0_08178	TIGR04247
PROKKA_MOD_PART0_08185	TIGR02393
PROKKA_MOD_PART0_08186	TIGR01163
PROKKA_MOD_PART0_08188	TIGR00815
PROKKA_MOD_PART0_08194	TIGR00518
PROKKA_MOD_PART0_08195	TIGR00932
PROKKA_MOD_PART0_08220	TIGR01963
PROKKA_MOD_PART0_08221	TIGR01307
PROKKA_MOD_PART0_08222	TIGR03284
PROKKA_MOD_PART0_08223	TIGR02933
PROKKA_MOD_PART0_08224	TIGR00557
PROKKA_MOD_PART0_08227	TIGR00073
PROKKA_MOD_PART0_08228	TIGR00143
PROKKA_MOD_PART0_08229	TIGR00074
PROKKA_MOD_PART0_08230	TIGR00075
PROKKA_MOD_PART0_08231	TIGR02124
PROKKA_MOD_PART0_08232	TIGR02538
PROKKA_MOD_PART0_08240	TIGR00542
PROKKA_MOD_PART0_08247	TIGR02633
PROKKA_MOD_PART0_08260	TIGR02024
PROKKA_MOD_PART0_08265	TIGR00714
PROKKA_MOD_PART0_08266	TIGR00049
PROKKA_MOD_PART0_08267	TIGR01999
PROKKA_MOD_PART0_08268	TIGR02006
PROKKA_MOD_PART0_08269	TIGR00738
PROKKA_MOD_PART0_08270	TIGR03025
PROKKA_MOD_PART0_08285	TIGR00235
PROKKA_MOD_PART0_08295	TIGR00447
PROKKA_MOD_PART0_08298	TIGR01505
PROKKA_MOD_PART0_08305	TIGR00968
PROKKA_MOD_PART0_08309	TIGR02822
PROKKA_MOD_PART0_08315	TIGR02225
PROKKA_MOD_PART0_08320	TIGR00383
PROKKA_MOD_PART0_08321	TIGR01096
PROKKA_MOD_PART0_08322	TIGR01733
PROKKA_MOD_PART0_08335	TIGR01818
PROKKA_MOD_PART0_08336	TIGR00254
PROKKA_MOD_PART0_08338	TIGR02227
PROKKA_MOD_PART0_08339	TIGR01033
PROKKA_MOD_PART0_08349	TIGR00229
PROKKA_MOD_PART0_08350	TIGR01096
PROKKA_MOD_PART0_08365	TIGR04157
PROKKA_MOD_PART0_08372	TIGR00663
PROKKA_MOD_PART0_08373	TIGR00611
PROKKA_MOD_PART0_08376	TIGR04213
PROKKA_MOD_PART0_08382	TIGR01141
PROKKA_MOD_PART0_08383	TIGR00017
PROKKA_MOD_PART0_08384	TIGR00717
PROKKA_MOD_PART0_08385	TIGR00706
PROKKA_MOD_PART0_08386	TIGR00057
PROKKA_MOD_PART0_08387	TIGR01302
PROKKA_MOD_PART0_08388	TIGR00594
PROKKA_MOD_PART0_08389	TIGR01479
PROKKA_MOD_PART0_08390	TIGR03588
PROKKA_MOD_PART0_08391	TIGR02651
PROKKA_MOD_PART0_08393	TIGR00644
PROKKA_MOD_PART0_08397	TIGR01449
PROKKA_MOD_PART0_08398	TIGR00595
PROKKA_MOD_PART0_08413	TIGR01464
PROKKA_MOD_PART0_08415	TIGR01188
PROKKA_MOD_PART0_08420	TIGR02937
PROKKA_MOD_PART0_08422	TIGR02917
PROKKA_MOD_PART0_08429	TIGR00893
PROKKA_MOD_PART0_08434	TIGR03627
PROKKA_MOD_PART0_08435	TIGR01066
PROKKA_MOD_PART0_08449	TIGR01444
PROKKA_MOD_PART0_08463	TIGR02769
PROKKA_MOD_PART0_08464	TIGR01727
PROKKA_MOD_PART0_08469	TIGR01009
PROKKA_MOD_PART0_08481	TIGR04167
PROKKA_MOD_PART0_08507	TIGR01934
PROKKA_MOD_PART0_08520	TIGR00637
PROKKA_MOD_PART0_08526	TIGR00692
PROKKA_MOD_PART0_08529	TIGR00414
PROKKA_MOD_PART0_08534	TIGR01933
PROKKA_MOD_PART0_08539	TIGR00010
PROKKA_MOD_PART0_08540	TIGR00755
PROKKA_MOD_PART0_08544	TIGR00445
PROKKA_MOD_PART0_08545	TIGR01087
PROKKA_MOD_PART0_08546	TIGR02614
PROKKA_MOD_PART0_08547	TIGR01830
PROKKA_MOD_PART0_08558	TIGR02154
PROKKA_MOD_PART0_08566	TIGR00421
PROKKA_MOD_PART0_08576	TIGR03026
PROKKA_MOD_PART0_08580	TIGR01733
PROKKA_MOD_PART0_08581	TIGR00318
PROKKA_MOD_PART0_08593	TIGR02154
PROKKA_MOD_PART0_08601	TIGR02802
PROKKA_MOD_PART0_08607	TIGR02436
PROKKA_MOD_PART0_08613	TIGR00678
PROKKA_MOD_PART0_08619	TIGR03785
PROKKA_MOD_PART0_08620	TIGR03787
PROKKA_MOD_PART0_08621	TIGR03788
PROKKA_MOD_PART0_08622	TIGR03784
PROKKA_MOD_PART0_08623	TIGR01163
PROKKA_MOD_PART0_08624	TIGR01979
PROKKA_MOD_PART0_08626	TIGR00132
PROKKA_MOD_PART0_08627	TIGR00135
PROKKA_MOD_PART0_08635	TIGR00177
PROKKA_MOD_PART0_08636	TIGR00177
PROKKA_MOD_PART0_08637	TIGR02154
PROKKA_MOD_PART0_08643	TIGR03182
PROKKA_MOD_PART0_08645	TIGR00440
PROKKA_MOD_PART0_08647	TIGR01854
PROKKA_MOD_PART0_08656	TIGR03070
PROKKA_MOD_PART0_08661	TIGR03619
PROKKA_MOD_PART0_08663	TIGR03026
PROKKA_MOD_PART0_08666	TIGR01891
PROKKA_MOD_PART0_08667	TIGR00492
PROKKA_MOD_PART0_08670	TIGR02067
PROKKA_MOD_PART0_08677	TIGR00877
PROKKA_MOD_PART0_08678	TIGR01162
PROKKA_MOD_PART0_08706	TIGR00768
PROKKA_MOD_PART0_08709	TIGR00638
PROKKA_MOD_PART0_08723	TIGR03440
PROKKA_MOD_PART0_08724	TIGR00643
PROKKA_MOD_PART0_08728	TIGR03436
PROKKA_MOD_PART0_08734	TIGR00767
PROKKA_MOD_PART0_08735	TIGR00152
PROKKA_MOD_PART0_08737	TIGR00298
PROKKA_MOD_PART0_08738	TIGR00945
PROKKA_MOD_PART0_08739	TIGR00092
PROKKA_MOD_PART0_08742	TIGR02574
PROKKA_MOD_PART0_08763	TIGR00250
PROKKA_MOD_PART0_08764	TIGR00247
PROKKA_MOD_PART0_08778	TIGR00635
PROKKA_MOD_PART0_08800	TIGR00508
PROKKA_MOD_PART0_08801	TIGR03559
PROKKA_MOD_PART0_08802	TIGR02916
PROKKA_MOD_PART0_08812	TIGR02538
PROKKA_MOD_PART0_08821	TIGR01849
PROKKA_MOD_PART0_08829	TIGR02951
PROKKA_MOD_PART0_08842	TIGR03411
PROKKA_MOD_PART0_08847	TIGR02512
PROKKA_MOD_PART0_08848	TIGR01959
PROKKA_MOD_PART0_08851	TIGR01509
PROKKA_MOD_PART0_08855	TIGR02196
PROKKA_MOD_PART0_08861	TIGR02000
PROKKA_MOD_PART0_08884	TIGR00388
PROKKA_MOD_PART0_08885	TIGR00211
PROKKA_MOD_PART0_08892	TIGR04182
PROKKA_MOD_PART0_08896	TIGR01730
PROKKA_MOD_PART0_08903	TIGR01730
PROKKA_MOD_PART0_08904	TIGR02982
PROKKA_MOD_PART0_08914	TIGR02769
PROKKA_MOD_PART0_08916	TIGR03189
PROKKA_MOD_PART0_08919	TIGR00118
PROKKA_MOD_PART0_08930	TIGR02227
PROKKA_MOD_PART0_08934	TIGR00300
PROKKA_MOD_PART0_08937	TIGR01127
PROKKA_MOD_PART0_08942	TIGR00576
PROKKA_MOD_PART0_08949	TIGR00895
PROKKA_MOD_PART0_08950	TIGR00751
PROKKA_MOD_PART0_08954	TIGR02666
PROKKA_MOD_PART0_08955	TIGR02795
PROKKA_MOD_PART0_08961	TIGR00392
PROKKA_MOD_PART0_08972	TIGR00774
PROKKA_MOD_PART0_08975	TIGR01983
PROKKA_MOD_PART0_08981	TIGR02083
PROKKA_MOD_PART0_08982	TIGR00473
PROKKA_MOD_PART0_08985	TIGR02227
PROKKA_MOD_PART0_08992	TIGR00065
PROKKA_MOD_PART0_08993	TIGR01234
PROKKA_MOD_PART0_08994	TIGR00747
PROKKA_MOD_PART0_09009	TIGR04001
PROKKA_MOD_PART0_09028	TIGR01273
PROKKA_MOD_PART0_09033	TIGR01417
PROKKA_MOD_PART0_09039	TIGR02595
PROKKA_MOD_PART0_09045	TIGR00367
PROKKA_MOD_PART0_09052	TIGR03997
PROKKA_MOD_PART0_09053	TIGR02427
PROKKA_MOD_PART0_09055	TIGR00444
PROKKA_MOD_PART0_09057	TIGR04182
PROKKA_MOD_PART0_09062	TIGR00518
PROKKA_MOD_PART0_09063	TIGR03948
PROKKA_MOD_PART0_09064	TIGR00200
PROKKA_MOD_PART0_09081	TIGR03431
PROKKA_MOD_PART0_09087	TIGR02371
PROKKA_MOD_PART0_09105	TIGR01328
PROKKA_MOD_PART0_09117	TIGR00408
PROKKA_MOD_PART0_09126	TIGR01251
PROKKA_MOD_PART0_09128	TIGR00676
PROKKA_MOD_PART0_09129	TIGR03207
