PROKKA_MOD_PART0_10303	COG0692
PROKKA_MOD_PART0_10319	COG4063
PROKKA_MOD_PART0_10322	COG1136
PROKKA_MOD_PART0_10338	COG1695
PROKKA_MOD_PART0_10341	COG0188
PROKKA_MOD_PART0_10342	COG2227
PROKKA_MOD_PART0_10343	COG0546
PROKKA_MOD_PART0_10344	COG1322
PROKKA_MOD_PART0_10345	COG1028
PROKKA_MOD_PART0_10346	COG1187
PROKKA_MOD_PART0_10347	COG1386
PROKKA_MOD_PART0_10348	COG1354
PROKKA_MOD_PART0_10353	COG0597
PROKKA_MOD_PART0_10358	COG2133
PROKKA_MOD_PART0_10361	COG3629
PROKKA_MOD_PART0_10365	COG4166
PROKKA_MOD_PART0_10366	COG0445
PROKKA_MOD_PART0_10374	COG5616
PROKKA_MOD_PART0_10383	COG0674
PROKKA_MOD_PART0_10391	COG5410
PROKKA_MOD_PART0_10395	COG2510
PROKKA_MOD_PART0_10396	COG1902
PROKKA_MOD_PART0_10399	COG0589
PROKKA_MOD_PART0_10400	COG2187
PROKKA_MOD_PART0_10401	COG0442
PROKKA_MOD_PART0_10408	COG1383
PROKKA_MOD_PART0_10418	COG2114
PROKKA_MOD_PART0_10420	COG0205
PROKKA_MOD_PART0_10421	COG4585
PROKKA_MOD_PART0_10422	COG2197
PROKKA_MOD_PART0_10445	COG0598
PROKKA_MOD_PART0_10446	COG3386
PROKKA_MOD_PART0_10447	COG0492
PROKKA_MOD_PART0_10448	COG0642
PROKKA_MOD_PART0_10449	COG1832
PROKKA_MOD_PART0_10450	COG1577
PROKKA_MOD_PART0_10451	COG0382
PROKKA_MOD_PART0_10452	COG1189
PROKKA_MOD_PART0_10453	COG0194
PROKKA_MOD_PART0_10454	COG0705
PROKKA_MOD_PART0_10456	COG4420
PROKKA_MOD_PART0_10459	COG4948
PROKKA_MOD_PART0_10460	COG3367
PROKKA_MOD_PART0_10462	COG3209
PROKKA_MOD_PART0_10474	COG2244
PROKKA_MOD_PART0_10477	COG0189
PROKKA_MOD_PART0_10478	COG1032
PROKKA_MOD_PART0_10479	COG1161
PROKKA_MOD_PART0_10480	COG2262
PROKKA_MOD_PART0_10481	COG1252
PROKKA_MOD_PART0_10483	COG0607
PROKKA_MOD_PART0_10484	COG1633
PROKKA_MOD_PART0_10488	COG0778
PROKKA_MOD_PART0_10490	COG0052
PROKKA_MOD_PART0_10491	COG1364
PROKKA_MOD_PART0_10495	COG2086
PROKKA_MOD_PART0_10496	COG2025
PROKKA_MOD_PART0_10497	COG0331
PROKKA_MOD_PART0_10498	COG1028
PROKKA_MOD_PART0_10499	COG0236
PROKKA_MOD_PART0_10507	COG0664
PROKKA_MOD_PART0_10509	COG1638
PROKKA_MOD_PART0_10512	COG1216
PROKKA_MOD_PART0_10515	COG0234
PROKKA_MOD_PART0_10519	COG2319
PROKKA_MOD_PART0_10520	COG3359
PROKKA_MOD_PART0_10524	COG2133
PROKKA_MOD_PART0_10533	COG0527
PROKKA_MOD_PART0_10540	COG3250
PROKKA_MOD_PART0_10541	COG1520
PROKKA_MOD_PART0_10549	COG0438
PROKKA_MOD_PART0_10550	COG0031
PROKKA_MOD_PART0_10551	COG1012
PROKKA_MOD_PART0_10552	COG4577
PROKKA_MOD_PART0_10553	COG5421
PROKKA_MOD_PART0_10556	COG1595
PROKKA_MOD_PART0_10557	COG0515
PROKKA_MOD_PART0_10559	COG0823
PROKKA_MOD_PART0_10562	COG0044
PROKKA_MOD_PART0_10564	COG2518
PROKKA_MOD_PART0_10565	COG0120
PROKKA_MOD_PART0_10576	COG2199
PROKKA_MOD_PART0_10578	COG0371
PROKKA_MOD_PART0_10579	COG1213
PROKKA_MOD_PART0_10580	COG0483
PROKKA_MOD_PART0_10581	COG0558
PROKKA_MOD_PART0_10583	COG0604
PROKKA_MOD_PART0_10586	COG1359
PROKKA_MOD_PART0_10590	COG4281
PROKKA_MOD_PART0_10591	COG1024
PROKKA_MOD_PART0_10603	COG0828
PROKKA_MOD_PART0_10615	COG2020
PROKKA_MOD_PART0_10616	COG4628
PROKKA_MOD_PART0_10623	COG0183
PROKKA_MOD_PART0_10624	COG0667
PROKKA_MOD_PART0_10627	COG5616
PROKKA_MOD_PART0_10630	COG0581
PROKKA_MOD_PART0_10631	COG0573
PROKKA_MOD_PART0_10632	COG0704
PROKKA_MOD_PART0_10637	COG0092
PROKKA_MOD_PART0_10638	COG0091
PROKKA_MOD_PART0_10639	COG0185
PROKKA_MOD_PART0_10640	COG0090
PROKKA_MOD_PART0_10641	COG0089
PROKKA_MOD_PART0_10642	COG0088
PROKKA_MOD_PART0_10643	COG0087
PROKKA_MOD_PART0_10644	COG0051
PROKKA_MOD_PART0_10645	COG0480
PROKKA_MOD_PART0_10646	COG0049
PROKKA_MOD_PART0_10647	COG0048
PROKKA_MOD_PART0_10649	COG1535
PROKKA_MOD_PART0_10650	COG0492
PROKKA_MOD_PART0_10651	COG0820
PROKKA_MOD_PART0_10654	COG1399
PROKKA_MOD_PART0_10655	COG0333
PROKKA_MOD_PART0_10656	COG0416
PROKKA_MOD_PART0_10657	COG0332
PROKKA_MOD_PART0_10659	COG0625
PROKKA_MOD_PART0_10673	COG0126
PROKKA_MOD_PART0_10674	COG0057
PROKKA_MOD_PART0_10675	COG1040
PROKKA_MOD_PART0_10691	COG0515
PROKKA_MOD_PART0_10695	COG1233
PROKKA_MOD_PART0_10696	COG1012
PROKKA_MOD_PART0_10701	COG1309
PROKKA_MOD_PART0_10702	COG0364
PROKKA_MOD_PART0_10705	COG1240
PROKKA_MOD_PART0_10710	COG0063
PROKKA_MOD_PART0_10723	COG0394
PROKKA_MOD_PART0_10738	COG1657
PROKKA_MOD_PART0_10746	COG1009
PROKKA_MOD_PART0_10756	COG1351
PROKKA_MOD_PART0_10759	COG0349
PROKKA_MOD_PART0_10773	COG0802
PROKKA_MOD_PART0_10777	COG1506
PROKKA_MOD_PART0_10779	COG1484
PROKKA_MOD_PART0_10780	COG0462
PROKKA_MOD_PART0_10784	COG1234
PROKKA_MOD_PART0_10790	COG1136
PROKKA_MOD_PART0_10799	COG2319
PROKKA_MOD_PART0_10800	COG1595
PROKKA_MOD_PART0_10828	COG1433
PROKKA_MOD_PART0_10836	COG3153
PROKKA_MOD_PART0_10840	COG0030
PROKKA_MOD_PART0_10844	COG1252
PROKKA_MOD_PART0_10849	COG1121
PROKKA_MOD_PART0_10850	COG3422
PROKKA_MOD_PART0_10856	COG0366
PROKKA_MOD_PART0_10860	COG1186
PROKKA_MOD_PART0_10861	COG0823
PROKKA_MOD_PART0_10863	COG3718
PROKKA_MOD_PART0_10865	COG2920
PROKKA_MOD_PART0_10870	COG3794
PROKKA_MOD_PART0_10883	COG4799
PROKKA_MOD_PART0_10902	COG0192
PROKKA_MOD_PART0_10904	COG2345
PROKKA_MOD_PART0_10906	COG0695
PROKKA_MOD_PART0_10907	COG2146
PROKKA_MOD_PART0_10910	COG1484
PROKKA_MOD_PART0_10919	COG3839
PROKKA_MOD_PART0_10921	COG0642
PROKKA_MOD_PART0_10922	COG0050
PROKKA_MOD_PART0_10924	COG3119
PROKKA_MOD_PART0_10925	COG2148
PROKKA_MOD_PART0_10926	COG4221
PROKKA_MOD_PART0_10931	COG0438
PROKKA_MOD_PART0_10939	COG0665
PROKKA_MOD_PART0_10940	COG0687
PROKKA_MOD_PART0_10949	COG0539
PROKKA_MOD_PART0_10951	COG0235
PROKKA_MOD_PART0_10952	COG2059
PROKKA_MOD_PART0_10953	COG2059
PROKKA_MOD_PART0_10955	COG2706
PROKKA_MOD_PART0_10960	COG0363
PROKKA_MOD_PART0_10966	COG0324
PROKKA_MOD_PART0_10967	COG1022
PROKKA_MOD_PART0_10968	COG2027
PROKKA_MOD_PART0_10970	COG1638
PROKKA_MOD_PART0_10972	COG1028
PROKKA_MOD_PART0_10975	COG2337
PROKKA_MOD_PART0_10976	COG2159
PROKKA_MOD_PART0_10981	COG0287
PROKKA_MOD_PART0_10998	COG0438
PROKKA_MOD_PART0_11000	COG1055
PROKKA_MOD_PART0_11017	COG0113
PROKKA_MOD_PART0_11018	COG0218
PROKKA_MOD_PART0_11019	COG2863
PROKKA_MOD_PART0_11020	COG1651
PROKKA_MOD_PART0_11021	COG3568
PROKKA_MOD_PART0_11025	COG0763
PROKKA_MOD_PART0_11026	COG2385
PROKKA_MOD_PART0_11028	COG3225
PROKKA_MOD_PART0_11033	COG0564
PROKKA_MOD_PART0_11035	COG0480
PROKKA_MOD_PART0_11037	COG3568
PROKKA_MOD_PART0_11038	COG1653
PROKKA_MOD_PART0_11039	COG3177
PROKKA_MOD_PART0_11055	COG0583
PROKKA_MOD_PART0_11056	COG3033
PROKKA_MOD_PART0_11060	COG1662
PROKKA_MOD_PART0_11066	COG1741
PROKKA_MOD_PART0_11070	COG0067
PROKKA_MOD_PART0_11082	COG2206
PROKKA_MOD_PART0_11088	COG1063
PROKKA_MOD_PART0_11097	COG1028
PROKKA_MOD_PART0_11098	COG1024
PROKKA_MOD_PART0_11099	COG0596
PROKKA_MOD_PART0_11100	COG3653
PROKKA_MOD_PART0_11106	COG1696
PROKKA_MOD_PART0_11110	COG4657
PROKKA_MOD_PART0_11111	COG2878
PROKKA_MOD_PART0_11113	COG0459
PROKKA_MOD_PART0_11117	COG0489
PROKKA_MOD_PART0_11121	COG0703
PROKKA_MOD_PART0_11125	COG3119
PROKKA_MOD_PART0_11127	COG0517
PROKKA_MOD_PART0_11134	COG2128
PROKKA_MOD_PART0_11135	COG2141
PROKKA_MOD_PART0_11136	COG1028
PROKKA_MOD_PART0_11137	COG3568
PROKKA_MOD_PART0_11140	COG2334
PROKKA_MOD_PART0_11143	COG0834
PROKKA_MOD_PART0_11146	COG0461
PROKKA_MOD_PART0_11147	COG0044
PROKKA_MOD_PART0_11149	COG0543
PROKKA_MOD_PART0_11150	COG0167
PROKKA_MOD_PART0_11155	COG5616
PROKKA_MOD_PART0_11165	COG1718
PROKKA_MOD_PART0_11170	COG0741
PROKKA_MOD_PART0_11171	COG2518
PROKKA_MOD_PART0_11172	COG3370
PROKKA_MOD_PART0_11176	COG2115
PROKKA_MOD_PART0_11177	COG0676
PROKKA_MOD_PART0_11178	COG0428
PROKKA_MOD_PART0_11179	COG0122
PROKKA_MOD_PART0_11180	COG1807
PROKKA_MOD_PART0_11181	COG0503
PROKKA_MOD_PART0_11182	COG0568
PROKKA_MOD_PART0_11183	COG0006
PROKKA_MOD_PART0_11184	COG0035
PROKKA_MOD_PART0_11185	COG0616
PROKKA_MOD_PART0_11187	COG4634
PROKKA_MOD_PART0_11188	COG2442
PROKKA_MOD_PART0_11190	COG0456
PROKKA_MOD_PART0_11193	COG1940
PROKKA_MOD_PART0_11194	COG3200
PROKKA_MOD_PART0_11196	COG3158
PROKKA_MOD_PART0_11198	COG1846
PROKKA_MOD_PART0_11202	COG0456
PROKKA_MOD_PART0_11206	COG4190
PROKKA_MOD_PART0_11213	COG0346
PROKKA_MOD_PART0_11216	COG1435
PROKKA_MOD_PART0_11218	COG0005
PROKKA_MOD_PART0_11219	COG2503
PROKKA_MOD_PART0_11232	COG4974
PROKKA_MOD_PART0_11239	COG1363
PROKKA_MOD_PART0_11247	COG3450
PROKKA_MOD_PART0_11248	COG0265
PROKKA_MOD_PART0_11250	COG1475
PROKKA_MOD_PART0_11252	COG1285
PROKKA_MOD_PART0_11253	COG1502
PROKKA_MOD_PART0_11263	COG1085
PROKKA_MOD_PART0_11267	COG0437
PROKKA_MOD_PART0_11268	COG0677
PROKKA_MOD_PART0_11272	COG0388
PROKKA_MOD_PART0_11278	COG1028
PROKKA_MOD_PART0_11282	COG3177
PROKKA_MOD_PART0_11286	COG1463
PROKKA_MOD_PART0_11288	COG1404
PROKKA_MOD_PART0_11297	COG0768
PROKKA_MOD_PART0_11298	COG0062
PROKKA_MOD_PART0_11299	COG3206
PROKKA_MOD_PART0_11302	COG0122
PROKKA_MOD_PART0_11303	COG0464
PROKKA_MOD_PART0_11307	COG0587
PROKKA_MOD_PART0_11309	COG0346
PROKKA_MOD_PART0_11314	COG0046
PROKKA_MOD_PART0_11315	COG0047
PROKKA_MOD_PART0_11316	COG0152
PROKKA_MOD_PART0_11317	COG2885
PROKKA_MOD_PART0_11318	COG0429
PROKKA_MOD_PART0_11325	COG1721
PROKKA_MOD_PART0_11326	COG0714
PROKKA_MOD_PART0_11330	COG1828
PROKKA_MOD_PART0_11331	COG0015
PROKKA_MOD_PART0_11332	COG0575
PROKKA_MOD_PART0_11333	COG0756
PROKKA_MOD_PART0_11334	COG1185
PROKKA_MOD_PART0_11335	COG0184
PROKKA_MOD_PART0_11336	COG0130
PROKKA_MOD_PART0_11337	COG0858
PROKKA_MOD_PART0_11338	COG1550
PROKKA_MOD_PART0_11339	COG0532
PROKKA_MOD_PART0_11343	COG1175
PROKKA_MOD_PART0_11344	COG0395
PROKKA_MOD_PART0_11348	COG5012
PROKKA_MOD_PART0_11353	COG0503
PROKKA_MOD_PART0_11355	COG1232
PROKKA_MOD_PART0_11356	COG0392
PROKKA_MOD_PART0_11357	COG0526
PROKKA_MOD_PART0_11359	COG2843
PROKKA_MOD_PART0_11360	COG1600
PROKKA_MOD_PART0_11363	COG0621
PROKKA_MOD_PART0_11369	COG0451
PROKKA_MOD_PART0_11372	COG1127
PROKKA_MOD_PART0_11384	COG0010
PROKKA_MOD_PART0_11392	COG0330
PROKKA_MOD_PART0_11397	COG3653
PROKKA_MOD_PART0_11406	COG0022
PROKKA_MOD_PART0_11409	COG3745
PROKKA_MOD_PART0_11415	COG1530
PROKKA_MOD_PART0_11416	COG0776
PROKKA_MOD_PART0_11417	COG1194
PROKKA_MOD_PART0_11418	COG0629
PROKKA_MOD_PART0_11419	COG1253
PROKKA_MOD_PART0_11422	COG1646
PROKKA_MOD_PART0_11424	COG1404
PROKKA_MOD_PART0_11426	COG2866
PROKKA_MOD_PART0_11427	COG0012
PROKKA_MOD_PART0_11428	COG0021
PROKKA_MOD_PART0_11430	COG1595
PROKKA_MOD_PART0_11433	COG2986
PROKKA_MOD_PART0_11434	COG0124
PROKKA_MOD_PART0_11437	COG0784
PROKKA_MOD_PART0_11438	COG2208
PROKKA_MOD_PART0_11439	COG0372
PROKKA_MOD_PART0_11449	COG3358
PROKKA_MOD_PART0_11451	COG1595
PROKKA_MOD_PART0_11462	COG3914
PROKKA_MOD_PART0_11464	COG0314
PROKKA_MOD_PART0_11465	COG1977
PROKKA_MOD_PART0_11466	COG0315
PROKKA_MOD_PART0_11468	COG0515
PROKKA_MOD_PART0_11473	COG0681
PROKKA_MOD_PART0_11476	COG1878
PROKKA_MOD_PART0_11477	COG0644
PROKKA_MOD_PART0_11482	COG1024
PROKKA_MOD_PART0_11492	COG0583
PROKKA_MOD_PART0_11494	COG3040
PROKKA_MOD_PART0_11504	COG2919
PROKKA_MOD_PART0_11505	COG0247
PROKKA_MOD_PART0_11506	COG0537
PROKKA_MOD_PART0_11515	COG0414
PROKKA_MOD_PART0_11517	COG0377
PROKKA_MOD_PART0_11522	COG0740
PROKKA_MOD_PART0_11531	COG2197
PROKKA_MOD_PART0_11542	COG2963
PROKKA_MOD_PART0_11546	COG0451
PROKKA_MOD_PART0_11555	COG0183
PROKKA_MOD_PART0_11559	COG0142
PROKKA_MOD_PART0_11560	COG1007
PROKKA_MOD_PART0_11575	COG1064
PROKKA_MOD_PART0_11576	COG3710
PROKKA_MOD_PART0_11578	COG0642
PROKKA_MOD_PART0_11580	COG2114
PROKKA_MOD_PART0_11589	COG2202
PROKKA_MOD_PART0_11592	COG2329
PROKKA_MOD_PART0_11596	COG0773
PROKKA_MOD_PART0_11597	COG0707
PROKKA_MOD_PART0_11600	COG0592
PROKKA_MOD_PART0_11602	COG0603
PROKKA_MOD_PART0_11603	COG0602
PROKKA_MOD_PART0_11604	COG0720
PROKKA_MOD_PART0_11606	COG0536
PROKKA_MOD_PART0_11614	COG0842
PROKKA_MOD_PART0_11619	COG0778
PROKKA_MOD_PART0_11628	COG0596
PROKKA_MOD_PART0_11629	COG0441
PROKKA_MOD_PART0_11630	COG4166
PROKKA_MOD_PART0_11632	COG1551
PROKKA_MOD_PART0_11636	COG1960
PROKKA_MOD_PART0_11637	COG3669
PROKKA_MOD_PART0_11638	COG4665
PROKKA_MOD_PART0_11659	COG2226
PROKKA_MOD_PART0_11663	COG1963
PROKKA_MOD_PART0_11668	COG3119
PROKKA_MOD_PART0_11669	COG3119
PROKKA_MOD_PART0_11676	COG0760
PROKKA_MOD_PART0_11677	COG1233
PROKKA_MOD_PART0_11678	COG0188
PROKKA_MOD_PART0_11696	COG2072
PROKKA_MOD_PART0_11698	COG3385
PROKKA_MOD_PART0_11704	COG0492
PROKKA_MOD_PART0_11711	COG5646
PROKKA_MOD_PART0_11712	COG0657
PROKKA_MOD_PART0_11713	COG0318
PROKKA_MOD_PART0_11714	COG2188
PROKKA_MOD_PART0_11719	COG4657
PROKKA_MOD_PART0_11720	COG4660
PROKKA_MOD_PART0_11724	COG1307
PROKKA_MOD_PART0_11727	COG1858
PROKKA_MOD_PART0_11730	COG3358
PROKKA_MOD_PART0_11731	COG0590
PROKKA_MOD_PART0_11742	COG2442
PROKKA_MOD_PART0_11745	COG0571
PROKKA_MOD_PART0_11758	COG0361
PROKKA_MOD_PART0_11760	COG0099
PROKKA_MOD_PART0_11761	COG0100
PROKKA_MOD_PART0_11762	COG5010
PROKKA_MOD_PART0_11763	COG0214
PROKKA_MOD_PART0_11780	COG0515
PROKKA_MOD_PART0_11782	COG3135
PROKKA_MOD_PART0_11787	COG1943
PROKKA_MOD_PART0_11791	COG2890
PROKKA_MOD_PART0_11801	COG2013
PROKKA_MOD_PART0_11804	COG2200
PROKKA_MOD_PART0_11806	COG2204
PROKKA_MOD_PART0_11807	COG0642
PROKKA_MOD_PART0_11808	COG0683
PROKKA_MOD_PART0_11810	COG2197
PROKKA_MOD_PART0_11811	COG4585
PROKKA_MOD_PART0_11812	COG2202
PROKKA_MOD_PART0_11813	COG0642
PROKKA_MOD_PART0_11814	COG1776
PROKKA_MOD_PART0_11815	COG2197
PROKKA_MOD_PART0_11816	COG2201
PROKKA_MOD_PART0_11817	COG1352
PROKKA_MOD_PART0_11819	COG0840
PROKKA_MOD_PART0_11823	COG0835
PROKKA_MOD_PART0_11824	COG0643
PROKKA_MOD_PART0_11825	COG0784
PROKKA_MOD_PART0_11834	COG0008
PROKKA_MOD_PART0_11836	COG3791
PROKKA_MOD_PART0_11845	COG0218
PROKKA_MOD_PART0_11846	COG2826
PROKKA_MOD_PART0_11847	COG0612
PROKKA_MOD_PART0_11848	COG0183
PROKKA_MOD_PART0_11856	COG5598
PROKKA_MOD_PART0_11867	COG0589
PROKKA_MOD_PART0_11868	COG0127
PROKKA_MOD_PART0_11871	COG2026
PROKKA_MOD_PART0_11873	COG1011
PROKKA_MOD_PART0_11878	COG2207
PROKKA_MOD_PART0_11880	COG1028
PROKKA_MOD_PART0_11882	COG0583
PROKKA_MOD_PART0_11889	COG1083
PROKKA_MOD_PART0_11902	COG0568
PROKKA_MOD_PART0_11903	COG0036
PROKKA_MOD_PART0_11905	COG0370
PROKKA_MOD_PART0_11912	COG1986
PROKKA_MOD_PART0_11918	COG0820
PROKKA_MOD_PART0_11920	COG0666
PROKKA_MOD_PART0_11923	COG0179
PROKKA_MOD_PART0_11924	COG0317
PROKKA_MOD_PART0_11925	COG0735
PROKKA_MOD_PART0_11926	COG1366
PROKKA_MOD_PART0_11930	COG1132
PROKKA_MOD_PART0_11937	COG1999
PROKKA_MOD_PART0_11938	COG3439
PROKKA_MOD_PART0_11952	COG3710
PROKKA_MOD_PART0_11959	COG0520
PROKKA_MOD_PART0_11966	COG2804
PROKKA_MOD_PART0_11967	COG1459
PROKKA_MOD_PART0_11970	COG1028
PROKKA_MOD_PART0_11978	COG4679
PROKKA_MOD_PART0_11981	COG0596
PROKKA_MOD_PART0_11991	COG0755
PROKKA_MOD_PART0_11993	COG2332
PROKKA_MOD_PART0_11996	COG2197
PROKKA_MOD_PART0_11998	COG3436
PROKKA_MOD_PART0_11999	COG3436
PROKKA_MOD_PART0_12002	COG2094
PROKKA_MOD_PART0_12007	COG3009
PROKKA_MOD_PART0_12008	COG1028
PROKKA_MOD_PART0_12009	COG2135
PROKKA_MOD_PART0_12012	COG2509
PROKKA_MOD_PART0_12013	COG0673
PROKKA_MOD_PART0_12017	COG0767
PROKKA_MOD_PART0_12018	COG1127
PROKKA_MOD_PART0_12020	COG3009
PROKKA_MOD_PART0_12037	COG2885
PROKKA_MOD_PART0_12041	COG3181
PROKKA_MOD_PART0_12043	COG0583
PROKKA_MOD_PART0_12047	COG0190
PROKKA_MOD_PART0_12057	COG0642
PROKKA_MOD_PART0_12058	COG1596
PROKKA_MOD_PART0_12062	COG0673
PROKKA_MOD_PART0_12063	COG0673
PROKKA_MOD_PART0_12065	COG2801
PROKKA_MOD_PART0_12066	COG0225
PROKKA_MOD_PART0_12067	COG3033
PROKKA_MOD_PART0_12068	COG0765
PROKKA_MOD_PART0_12069	COG0834
PROKKA_MOD_PART0_12070	COG0018
PROKKA_MOD_PART0_12075	COG0141
PROKKA_MOD_PART0_12085	COG0119
PROKKA_MOD_PART0_12089	COG0848
PROKKA_MOD_PART0_12093	COG0463
PROKKA_MOD_PART0_12096	COG4591
PROKKA_MOD_PART0_12100	COG0845
PROKKA_MOD_PART0_12103	COG2201
PROKKA_MOD_PART0_12105	COG1136
PROKKA_MOD_PART0_12106	COG0577
PROKKA_MOD_PART0_12107	COG0685
PROKKA_MOD_PART0_12108	COG3294
PROKKA_MOD_PART0_12110	COG2114
PROKKA_MOD_PART0_12111	COG0388
PROKKA_MOD_PART0_12113	COG3119
PROKKA_MOD_PART0_12114	COG3119
PROKKA_MOD_PART0_12116	COG0135
PROKKA_MOD_PART0_12117	COG0493
PROKKA_MOD_PART0_12142	COG1042
PROKKA_MOD_PART0_12143	COG2091
PROKKA_MOD_PART0_12145	COG0604
PROKKA_MOD_PART0_12152	COG3191
PROKKA_MOD_PART0_12154	COG0697
PROKKA_MOD_PART0_12155	COG2872
PROKKA_MOD_PART0_12157	COG0498
PROKKA_MOD_PART0_12163	COG0767
PROKKA_MOD_PART0_12168	COG1538
PROKKA_MOD_PART0_12169	COG1566
PROKKA_MOD_PART0_12180	COG1414
PROKKA_MOD_PART0_12183	COG1104
PROKKA_MOD_PART0_12185	COG1217
PROKKA_MOD_PART0_12192	COG2070
PROKKA_MOD_PART0_12194	COG2207
PROKKA_MOD_PART0_12195	COG0714
PROKKA_MOD_PART0_12197	COG0038
PROKKA_MOD_PART0_12201	COG1490
PROKKA_MOD_PART0_12202	COG1694
PROKKA_MOD_PART0_12209	COG1158
PROKKA_MOD_PART0_12210	COG0787
PROKKA_MOD_PART0_12213	COG2885
PROKKA_MOD_PART0_12216	COG1162
PROKKA_MOD_PART0_12222	COG1183
PROKKA_MOD_PART0_12223	COG0626
PROKKA_MOD_PART0_12224	COG1522
PROKKA_MOD_PART0_12225	COG0038
PROKKA_MOD_PART0_12227	COG0116
PROKKA_MOD_PART0_12230	COG1051
PROKKA_MOD_PART0_12231	COG2226
PROKKA_MOD_PART0_12234	COG0644
PROKKA_MOD_PART0_12235	COG0592
PROKKA_MOD_PART0_12240	COG3605
PROKKA_MOD_PART0_12241	COG3829
PROKKA_MOD_PART0_12245	COG1453
PROKKA_MOD_PART0_12249	COG0204
PROKKA_MOD_PART0_12251	COG0366
PROKKA_MOD_PART0_12252	COG0366
PROKKA_MOD_PART0_12254	COG3391
PROKKA_MOD_PART0_12259	COG0738
PROKKA_MOD_PART0_12260	COG1940
PROKKA_MOD_PART0_12262	COG0515
PROKKA_MOD_PART0_12274	COG2151
PROKKA_MOD_PART0_12275	COG2146
PROKKA_MOD_PART0_12276	COG0489
PROKKA_MOD_PART0_12279	COG0037
PROKKA_MOD_PART0_12282	COG3658
PROKKA_MOD_PART0_12288	COG0307
PROKKA_MOD_PART0_12289	COG0776
PROKKA_MOD_PART0_12296	COG2067
PROKKA_MOD_PART0_12298	COG1752
PROKKA_MOD_PART0_12299	COG2067
PROKKA_MOD_PART0_12303	COG0318
PROKKA_MOD_PART0_12304	COG0661
PROKKA_MOD_PART0_12307	COG5616
PROKKA_MOD_PART0_12312	COG0126
PROKKA_MOD_PART0_12313	COG0057
PROKKA_MOD_PART0_12315	COG1074
PROKKA_MOD_PART0_12316	COG0846
PROKKA_MOD_PART0_12318	COG2813
PROKKA_MOD_PART0_12320	COG0047
PROKKA_MOD_PART0_12321	COG0046
PROKKA_MOD_PART0_12323	COG0512
PROKKA_MOD_PART0_12324	COG0625
PROKKA_MOD_PART0_12328	COG1802
PROKKA_MOD_PART0_12332	COG0426
PROKKA_MOD_PART0_12338	COG1974
PROKKA_MOD_PART0_12340	COG2913
PROKKA_MOD_PART0_12342	COG0491
PROKKA_MOD_PART0_12343	COG0300
PROKKA_MOD_PART0_12345	COG0847
PROKKA_MOD_PART0_12346	COG0008
PROKKA_MOD_PART0_12351	COG1215
PROKKA_MOD_PART0_12357	COG0007
PROKKA_MOD_PART0_12366	COG1181
PROKKA_MOD_PART0_12367	COG0123
PROKKA_MOD_PART0_12371	COG0860
PROKKA_MOD_PART0_12380	COG3016
PROKKA_MOD_PART0_12381	COG1217
PROKKA_MOD_PART0_12382	COG3239
PROKKA_MOD_PART0_12383	COG1012
PROKKA_MOD_PART0_12391	COG1145
PROKKA_MOD_PART0_12392	COG0482
PROKKA_MOD_PART0_12393	COG0621
PROKKA_MOD_PART0_12396	COG2203
PROKKA_MOD_PART0_12400	COG1695
PROKKA_MOD_PART0_12401	COG3666
PROKKA_MOD_PART0_12406	COG3267
PROKKA_MOD_PART0_12411	COG1835
PROKKA_MOD_PART0_12415	COG0596
PROKKA_MOD_PART0_12416	COG0638
PROKKA_MOD_PART0_12427	COG3913
PROKKA_MOD_PART0_12428	COG3523
PROKKA_MOD_PART0_12430	COG3643
PROKKA_MOD_PART0_12436	COG0539
PROKKA_MOD_PART0_12438	COG0077
PROKKA_MOD_PART0_12440	COG0456
PROKKA_MOD_PART0_12451	COG1724
PROKKA_MOD_PART0_12454	COG0489
PROKKA_MOD_PART0_12457	COG0394
PROKKA_MOD_PART0_12459	COG0161
PROKKA_MOD_PART0_12463	COG0568
PROKKA_MOD_PART0_12468	COG1595
PROKKA_MOD_PART0_12472	COG3741
PROKKA_MOD_PART0_12474	COG0438
PROKKA_MOD_PART0_12479	COG0372
PROKKA_MOD_PART0_12480	COG0260
PROKKA_MOD_PART0_12495	COG0438
PROKKA_MOD_PART0_12498	COG0304
PROKKA_MOD_PART0_12499	COG0536
PROKKA_MOD_PART0_12504	COG0438
PROKKA_MOD_PART0_12508	COG1435
PROKKA_MOD_PART0_12515	COG0286
PROKKA_MOD_PART0_12521	COG1994
PROKKA_MOD_PART0_12523	COG0036
PROKKA_MOD_PART0_12524	COG0465
PROKKA_MOD_PART0_12525	COG0037
PROKKA_MOD_PART0_12526	COG0642
PROKKA_MOD_PART0_12527	COG0745
PROKKA_MOD_PART0_12530	COG1032
PROKKA_MOD_PART0_12531	COG2863
PROKKA_MOD_PART0_12540	COG1004
PROKKA_MOD_PART0_12549	COG0778
PROKKA_MOD_PART0_12554	COG1175
PROKKA_MOD_PART0_12562	COG3894
PROKKA_MOD_PART0_12564	COG0826
PROKKA_MOD_PART0_12585	COG3119
PROKKA_MOD_PART0_12590	COG1765
PROKKA_MOD_PART0_12591	COG0526
PROKKA_MOD_PART0_12593	COG0492
PROKKA_MOD_PART0_12594	COG3146
PROKKA_MOD_PART0_12595	COG2360
PROKKA_MOD_PART0_12599	COG0592
PROKKA_MOD_PART0_12600	COG0593
PROKKA_MOD_PART0_12602	COG0308
