Id	Name	Description
PF08590	DUF1771	Domain of unknown function (DUF1771)
PF08591	RNR_inhib	Ribonucleotide reductase inhibitor
PF08592	DUF1772	Domain of unknown function (DUF1772)
PF08595	RXT2_N	RXT2-like, N-terminal
PF08596	Lgl_C	Lethal giant larvae(Lgl) like, C-terminal
PF08597	eIF3_subunit	Translation initiation factor eIF3 subunit
PF08598	Sds3	Sds3-like
PF08600	Rsm1	Rsm1-like
PF08603	CAP_C	Adenylate cyclase associated (CAP) C terminal
PF08606	Prp19	Prp19/Pso4-like
PF08608	Wyosine_form	Wyosine base formation
PF08609	Fes1	Nucleotide exchange factor Fes1
PF08610	Pex16	Peroxisomal membrane protein (Pex16)
PF08612	Med20	TATA-binding related factor (TRF) of subunit 20 of Mediator complex
PF08613	Cyclin	Cyclin
PF08614	ATG16	Autophagy protein 16 (ATG16)
PF08615	RNase_H2_suC	Ribonuclease H2 non-catalytic subunit (Ylr154p-like)
PF08616	SPA	Stabilization of polarity axis
PF08617	CGI-121	Kinase binding protein CGI-121
PF08620	RPAP1_C	RPAP1-like, C-terminal
PF08621	RPAP1_N	RPAP1-like, N-terminal
PF08623	TIP120	TATA-binding protein interacting (TIP20)
PF08625	Utp13	Utp13 specific WD40 associated domain
PF08626	TRAPPC9-Trs120	Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit
PF08627	CRT-like	CRT-like, chloroquine-resistance transporter-like
PF08628	Nexin_C	Sorting nexin C terminal
PF08631	SPO22	Meiosis protein SPO22/ZIP4 like
PF08634	Pet127	Mitochondrial protein Pet127
PF08635	ox_reductase_C	Putative oxidoreductase C terminal
PF08636	Pkr1	ER protein Pkr1
PF08637	NCA2	ATP synthase regulation protein NCA2
PF08638	Med14	Mediator complex subunit MED14
PF08639	SLD3	DNA replication regulator SLD3
PF08640	U3_assoc_6	U3 small nucleolar RNA-associated protein 6
PF08641	Mis14	Kinetochore protein Mis14 like
PF08642	Rxt3	Histone deacetylation protein Rxt3
PF08643	DUF1776	Fungal family of unknown function (DUF1776)
PF08644	SPT16	FACT complex subunit (SPT16/CDC68)
PF08645	PNK3P	Polynucleotide kinase 3 phosphatase
PF08646	Rep_fac-A_C	Replication factor-A C terminal domain
PF08647	BRE1	BRE1 E3 ubiquitin ligase
PF08648	DUF1777	Protein of unknown function (DUF1777)
PF08649	DASH_Dad1	DASH complex subunit Dad1
PF08652	RAI1	RAI1 like PD-(D/E)XK nuclease
PF08654	DASH_Dad2	DASH complex subunit Dad2
PF08656	DASH_Dad3	DASH complex subunit Dad3
PF08657	DASH_Spc34	DASH complex subunit Spc34 
PF08659	KR	KR domain
PF08660	Alg14	Oligosaccharide biosynthesis protein Alg14 like
PF08661	Rep_fac-A_3	Replication factor A protein 3
PF08662	eIF2A	Eukaryotic translation initiation factor eIF2A
PF08663	HalX	HalX domain
PF08665	PglZ	PglZ domain
PF08666	SAF	SAF domain
PF08667	BetR	BetR domain
PF08668	HDOD	HDOD domain
PF08669	GCV_T_C	Glycine cleavage T-protein C-terminal barrel domain
PF08670	MEKHLA	MEKHLA domain
PF08672	ANAPC2	Anaphase promoting complex (APC) subunit 2
PF08673	RsbU_N	Phosphoserine phosphatase RsbU, N-terminal domain
PF08676	MutL_C	MutL C terminal dimerisation domain
PF08677	GP11	GP11 baseplate wedge protein
PF08679	DsrD	Dissimilatory sulfite reductase D (DsrD)
PF08681	DUF1778	Protein of unknown function (DUF1778)
PF08682	DUF1780	Putative endonuclease, protein of unknown function (DUF1780)
PF08683	CAMSAP_CKK	Microtubule-binding calmodulin-regulated spectrin-associated
PF08684	ocr	DNA mimic ocr
PF08685	GON	GON domain
PF08687	ASD2	Apx/Shroom domain ASD2
PF08689	Med5	Mediator complex subunit Med5
PF08694	UFC1	Ubiquitin-fold modifier-conjugating enzyme 1
PF08695	Coa1	Cytochrome oxidase complex assembly protein 1
PF08696	Dna2	DNA replication factor Dna2
PF08698	Fcf2	Fcf2 pre-rRNA processing
PF08699	ArgoL1	Argonaute linker 1 domain
PF08700	Vps51	Vps51/Vps67
PF08701	GN3L_Grn1	GNL3L/Grn1 putative GTPase
PF08702	Fib_alpha	Fibrinogen alpha/beta chain family
PF08704	GCD14	tRNA methyltransferase complex GCD14 subunit
PF08706	D5_N	D5 N terminal like
PF08707	PriCT_2	Primase C terminal 2 (PriCT-2)   
PF08708	PriCT_1	Primase C terminal 1 (PriCT-1)
PF08709	Ins145_P3_rec	Inositol 1,4,5-trisphosphate/ryanodine receptor
PF08711	Med26	TFIIS helical bundle-like domain
PF08712	Nfu_N	Scaffold protein Nfu/NifU N terminal
PF08713	DNA_alkylation	DNA alkylation repair enzyme
PF08714	Fae	Formaldehyde-activating enzyme (Fae)
PF08718	GLTP	Glycolipid transfer protein (GLTP)
PF08719	DUF1768	Domain of unknown function (DUF1768)
PF08721	Tn7_Tnp_TnsA_C	TnsA endonuclease C terminal
PF08722	Tn7_Tnp_TnsA_N	TnsA endonuclease N terminal
PF08725	Integrin_b_cyt	Integrin beta cytoplasmic domain
PF08726	EFhand_Ca_insen	Ca2+ insensitive EF hand
PF08729	HUN	HPC2 and ubinuclein domain
PF08732	HIM1	HIM1
PF08734	GYD	GYD domain
PF08735	DUF1786	Putative pyruvate format-lyase activating enzyme (DUF1786)
PF08736	FA	FERM adjacent (FA)
PF08737	Rgp1	Rgp1
PF08740	BCS1_N	BCS1 N terminal
PF08742	C8	C8 domain
PF08743	Nse4_C	Nse4 C-terminal
PF08747	DUF1788	Domain of unknown function (DUF1788)
PF08748	Phage_TAC_4	Phage tail assembly chaperone
PF08750	CNP1	CNP1-like family
PF08751	TrwC	TrwC relaxase
PF08752	COP-gamma_platf	Coatomer gamma subunit appendage platform subdomain
PF08753	NikR_C	NikR C terminal nickel binding domain
PF08755	YccV-like	Hemimethylated DNA-binding protein YccV like
PF08757	CotH	CotH protein
PF08758	Cadherin_pro	Cadherin prodomain like
PF08759	DUF1792	Domain of unknown function (DUF1792)
PF08760	DUF1793	Domain of unknown function (DUF1793)
PF08761	dUTPase_2	dUTPase
PF08763	Ca_chan_IQ	Voltage gated calcium channel IQ domain
PF08765	Mor	Mor transcription activator family
PF08766	DEK_C	DEK C terminal domain
PF08767	CRM1_C	CRM1 C terminal
PF08768	DUF1794	Domain of unknown function (DUF1794)
PF08770	SoxZ	Sulphur oxidation protein SoxZ
PF08771	FRB_dom	FKBP12-rapamycin binding domain 
PF08772	NOB1_Zn_bind	Nin one binding (NOB1) Zn-ribbon like
PF08773	CathepsinC_exc	Cathepsin C exclusion domain
PF08774	VRR_NUC	VRR-NUC domain
PF08775	ParB	ParB family
PF08776	VASP_tetra	VASP tetramerisation domain
PF08777	RRM_3	RNA binding motif
PF08780	NTase_sub_bind	Nucleotidyltransferase substrate binding protein like
PF08781	DP	Transcription factor DP
PF08782	c-SKI_SMAD_bind	c-SKI Smad4 binding domain
PF08783	DWNN	DWNN domain
PF08784	RPA_C	Replication protein A C terminal
PF08785	Ku_PK_bind	Ku C terminal domain like
PF08786	DUF1795	Domain of unknown function (DUF1795)
PF08787	Alginate_lyase2	Alginate lyase
PF08788	NHR2	NHR2 domain like
PF08789	PBCV_basic_adap	PBCV-specific basic adaptor domain
PF08790	zf-LYAR	LYAR-type C2HC zinc finger 
PF08792	A2L_zn_ribbon	A2L zinc ribbon domain
PF08793	2C_adapt	2-cysteine adaptor domain
PF08795	DUF1796	Putative papain-like cysteine peptidase (DUF1796)
PF08797	HIRAN	HIRAN domain
PF08798	CRISPR_assoc	CRISPR associated protein
PF08799	PRP4	pre-mRNA processing factor 4 (PRP4) like
PF08800	VirE_N	VirE N-terminal domain
PF08801	Nucleoporin_N	Nup133 N terminal like
PF08802	CytB6-F_Fe-S	Cytochrome B6-F complex Fe-S subunit 
PF08803	ydhR	Putative mono-oxygenase ydhR
PF08804	gp32	gp32 DNA binding protein like
PF08805	PilS	PilS N terminal
PF08806	Sep15_SelM	Sep15/SelM redox domain
PF08808	RES	RES domain
PF08809	DUF1799	Phage related hypothetical protein (DUF1799)
PF08811	DUF1800	Protein of unknown function (DUF1800)
PF08813	Phage_tail_3	Phage tail tube protein, TTP
PF08814	XisH	XisH protein
PF08816	Ivy	Inhibitor of vertebrate lysozyme (Ivy)
PF08817	YukD	WXG100 protein secretion system (Wss), protein YukD
PF08818	DUF1801	Domain of unknown function (DU1801)
PF08819	DUF1802	Domain of unknown function (DUF1802)
PF08821	CGGC	CGGC domain
PF08823	PG_binding_2	Putative peptidoglycan binding domain
PF08825	E2_bind	E2 binding domain
PF08826	DMPK_coil	DMPK coiled coil domain like
PF08827	DUF1805	Domain of unknown function (DUF1805)
PF08837	DUF1810	Protein of unknown function (DUF1810)
PF08839	CDT1	DNA replication factor CDT1 like
PF08840	BAAT_C	BAAT / Acyl-CoA thioester hydrolase C terminal
PF08841	DDR	Diol dehydratase reactivase ATPase-like domain
PF08843	AbiEii	Nucleotidyl transferase AbiEii toxin, Type IV TA system
PF08844	DUF1815	Domain of unknown function (DUF1815)
PF08845	SymE_toxin	Toxin SymE, type I toxin-antitoxin system
PF08846	DUF1816	Domain of unknown function (DUF1816)
PF08847	DUF1817	Domain of unknown function (DUF1817)
PF08848	DUF1818	Domain of unknown function (DUF1818)
PF08849	DUF1819	Putative inner membrane protein (DUF1819)
PF08850	DUF1820	Domain of unknown function (DUF1820)
PF08852	DUF1822	Protein of unknown function (DUF1822)
PF08853	DUF1823	Domain of unknown function (DUF1823)
PF08854	DUF1824	Domain of unknown function (DUF1824)
PF08855	DUF1825	Domain of unknown function (DUF1825)
PF08856	DUF1826	Protein of unknown function (DUF1826)
PF08857	ParBc_2	Putative ParB-like nuclease
PF08859	DGC	DGC domain
PF08861	DUF1828	Domain of unknown function DUF1828
PF08862	DUF1829	Domain of unknown function DUF1829
PF08863	YolD	YolD-like protein
PF08865	DUF1830	Domain of unknown function (DUF1830)
PF08867	FRG	FRG domain
PF08869	XisI	XisI protein
PF08870	DUF1832	Domain of unknown function (DUF1832)
PF08872	KGK	KGK domain
PF08873	DUF1834	Domain of unknown function (DUF1834)
PF08874	DUF1835	Domain of unknown function (DUF1835)
PF08875	DUF1833	Domain of unknown function (DUF1833)
PF08877	MepB	MepB protein
PF08878	DUF1837	Domain of unknown function (DUF1837)
PF08879	WRC	WRC
PF08880	QLQ	QLQ
PF08881	CVNH	CVNH domain
PF08882	Acetone_carb_G	Acetone carboxylase gamma subunit
PF08883	DOPA_dioxygen	Dopa 4,5-dioxygenase family
PF08885	GSCFA	GSCFA family
PF08886	GshA	Glutamate-cysteine ligase
PF08887	GAD-like	GAD-like domain
PF08888	HopJ	HopJ type III effector protein
PF08889	WbqC	WbqC-like protein family
PF08890	Phage_TAC_5	Phage XkdN-like tail assembly chaperone protein, TAC
PF08891	YfcL	YfcL protein
PF08892	YqcI_YcgG	YqcI/YcgG family
PF08893	DUF1839	Domain of unknown function (DUF1839)
PF08894	DUF1838	Protein of unknown function (DUF1838)
PF08895	DUF1840	Domain of unknown function (DUF1840)
PF08897	DUF1841	Domain of unknown function (DUF1841)
PF08898	DUF1843	Domain of unknown function (DUF1843)
PF08899	DUF1844	Domain of unknown function (DUF1844)
PF08900	DUF1845	Domain of unknown function (DUF1845)
PF08901	DUF1847	Protein of unknown function (DUF1847)
PF08902	DUF1848	Domain of unknown function (DUF1848)
PF08903	DUF1846	Domain of unknown function (DUF1846)
PF08904	DUF1849	Domain of unknown function (DUF1849)
PF08905	DUF1850	Domain of unknown function (DUF1850)
PF08906	DUF1851	Domain of unknown function (DUF1851)
PF08907	DUF1853	Domain of unknown function (DUF1853)
PF08908	DUF1852	Domain of unknown function (DUF1852)
PF08909	DUF1854	Domain of unknown function (DUF1854)
PF08910	Aida_N	Aida N-terminus
PF08911	NUP50	NUP50 (Nucleoporin 50 kDa)
PF08912	Rho_Binding	Rho Binding
PF08913	VBS	Vinculin Binding Site
PF08914	Myb_DNA-bind_2	Rap1 Myb domain
PF08915	tRNA-Thr_ED	Archaea-specific editing domain of threonyl-tRNA synthetase
PF08920	SF3b1	Splicing factor 3B subunit 1
PF08921	DUF1904	Domain of unknown function (DUF1904)
PF08922	DUF1905	Domain of unknown function (DUF1905)
PF08923	MAPKK1_Int	Mitogen-activated protein kinase kinase 1 interacting
PF08924	DUF1906	Domain of unknown function (DUF1906)
PF08925	DUF1907	Domain of Unknown Function (DUF1907)
PF08928	DUF1910	Domain of unknown function (DUF1910)
PF08929	DUF1911	Domain of unknown function (DUF1911)
PF08933	DUF1864	Domain of unknown function (DUF1864)
PF08934	Rb_C	Rb C-terminal domain
PF08936	CsoSCA	Carboxysome Shell Carbonic Anhydrase
PF08937	DUF1863	MTH538 TIR-like domain (DUF1863)
PF08939	DUF1917	Domain of unknown function (DUF1917)
PF08940	DUF1918	Domain of unknown function (DUF1918)
PF08942	DUF1919	Domain of unknown function (DUF1919)
PF08943	CsiD	CsiD
PF08947	BPS	BPS (Between PH and SH2) 
PF08950	DUF1861	Protein of unknown function (DUF1861)
PF08951	EntA_Immun	Enterocin A Immunity
PF08952	DUF1866	Domain of unknown function (DUF1866) 
PF08953	DUF1899	Domain of unknown function (DUF1899)
PF08958	DUF1871	Domain of unknown function (DUF1871)
PF08960	DUF1874	Domain of unknown function (DUF1874)
PF08961	NRBF2	Nuclear receptor-binding factor 2, autophagy regulator
PF08962	DUF1876	Domain of unknown function (DUF1876)
PF08964	Crystall_3	Beta/Gamma crystallin
PF08965	DUF1870	Domain of unknown function (DUF1870)
PF08966	DUF1882	Domain of unknown function (DUF1882)
PF08967	DUF1884	Domain of unknown function (DUF1884)
PF08969	USP8_dimer	USP8 dimerisation domain
PF08970	Sda	Sporulation inhibitor A
PF08972	DUF1902	Domain of unknown function (DUF1902)
PF08973	TM1506	Domain of unknown function (DUF1893)
PF08974	DUF1877	Domain of unknown function (DUF1877)
PF08975	2H-phosphodiest	Domain of unknown function (DUF1868)
PF08976	EF-hand_11	EF-hand domain
PF08978	Reoviridae_Vp9	Reoviridae VP9
PF08980	DUF1883	Domain of unknown function (DUF1883)
PF08982	DUF1857	Domain of unknown function (DUF1857)
PF08984	DUF1858	Domain of unknown function (DUF1858)
PF08985	DP-EP	DP-EP family
PF08988	T3SS_needle_E	Type III secretion system, cytoplasmic E component of needle
PF08989	DUF1896	Domain of unknown function (DUF1896)
PF08991	MTCP1	Mature-T-Cell Proliferation I type
PF08992	QH-AmDH_gamma	Quinohemoprotein amine dehydrogenase, gamma subunit
PF08993	T4_Gp59_N	T4 gene Gp59 loader of gp41 DNA helicase
PF08994	T4_Gp59_C	T4 gene Gp59 loader of gp41 DNA helicase C-term
PF08996	zf-DNA_Pol	DNA Polymerase alpha zinc finger
PF09000	Cytotoxic	Cytotoxic
PF09002	DUF1887	Domain of unknown function (DUF1887)
PF09003	Phage_integ_N	Bacteriophage lambda integrase, N-terminal domain 
PF09004	DUF1891	Domain of unknown function (DUF1891)
PF09005	DUF1897	Domain of unknown function (DUF1897)
PF09008	Head_binding	Head binding
PF09011	HMG_box_2	HMG-box domain
PF09012	FeoC	FeoC like transcriptional regulator
PF09015	NgoMIV_restric	NgoMIV restriction enzyme
PF09017	Transglut_prok	Microbial transglutaminase
PF09019	EcoRII-C	EcoRII C terminal
PF09026	CENP-B_dimeris	Centromere protein B dimerisation domain
PF09030	Creb_binding	Creb binding
PF09032	Siah-Interact_N	Siah interacting protein, N terminal 
PF09037	Sulphotransf	Stf0 sulphotransferase
PF09038	53-BP1_Tudor	Tumour suppressor p53-binding protein-1 Tudor
PF09039	HTH_Tnp_Mu_2	Mu DNA binding, I gamma subdomain
PF09043	Lys-AminoMut_A	D-Lysine 5,6-aminomutase TIM-barrel domain of alpha subunit
PF09045	L27_2	L27_2
PF09055	Sod_Ni	Nickel-containing superoxide dismutase
PF09056	Phospholip_A2_3	Prokaryotic phospholipase A2
PF09059	TyeA	TyeA
PF09066	B2-adapt-app_C	Beta2-adaptin appendage, C-terminal sub-domain
PF09068	EF-hand_2	EF hand
PF09069	EF-hand_3	EF-hand
PF09070	PFU	PFU (PLAA family ubiquitin binding)
PF09072	TMA7	Translation machinery associated TMA7
PF09073	BUD22	BUD22
PF09078	CheY-binding	CheY binding
PF09079	Cdc6_C	CDC6, C terminal winged helix domain
PF09081	DUF1921	Domain of unknown function (DUF1921)
PF09084	NMT1	NMT1/THI5 like
PF09086	DUF1924	Domain of unknown function (DUF1924)
PF09087	Cyc-maltodext_N	Cyclomaltodextrinase, N-terminal
PF09088	MIF4G_like	MIF4G like
PF09090	MIF4G_like_2	MIF4G like
PF09092	Lyase_N	Lyase, N terminal
PF09093	Lyase_catalyt	Lyase, catalytic
PF09094	DUF1925	Domain of unknown function (DUF1925)
PF09095	DUF1926	Domain of unknown function (DUF1926)
PF09097	Phage-tail_1	Baseplate structural protein, domain 1
PF09098	Dehyd-heme_bind	Quinohemoprotein amine dehydrogenase A, alpha subunit, haem binding
PF09099	Qn_am_d_aIII	Quinohemoprotein amine dehydrogenase, alpha subunit domain III
PF09100	Qn_am_d_aIV	Quinohemoprotein amine dehydrogenase, alpha subunit domain IV
PF09103	BRCA-2_OB1	BRCA2, oligonucleotide/oligosaccharide-binding, domain 1
PF09104	BRCA-2_OB3	BRCA2, oligonucleotide/oligosaccharide-binding, domain 3
PF09106	SelB-wing_2	Elongation factor SelB, winged helix 
PF09107	SelB-wing_3	Elongation factor SelB, winged helix 
PF09110	HAND	HAND
PF09111	SLIDE	SLIDE
PF09112	N-glycanase_N	Peptide-N-glycosidase F, N terminal
PF09113	N-glycanase_C	Peptide-N-glycosidase F, C terminal
PF09115	DNApol3-delta_C	DNA polymerase III, delta subunit, C terminal
PF09116	gp45-slide_C	gp45 sliding clamp, C terminal
PF09118	DUF1929	Domain of unknown function (DUF1929)
PF09119	SicP-binding	SicP binding
PF09122	DUF1930	Domain of unknown function (DUF1930)
PF09123	DUF1931	Domain of unknown function (DUF1931)
PF09125	COX2-transmemb	Cytochrome C oxidase subunit II, transmembrane
PF09126	NaeI	Restriction endonuclease NaeI 
PF09127	Leuk-A4-hydro_C	Leukotriene A4 hydrolase, C-terminal
PF09129	Chol_subst-bind	Cholesterol oxidase, substrate-binding
PF09130	DUF1932	Domain of unknown function (DUF1932)
PF09133	SANTA	SANTA (SANT Associated)
PF09134	Invasin_D3	Invasin, domain 3
PF09137	Glucodextran_N	Glucodextranase, domain N
PF09138	Urm1	Urm1 (Ubiquitin related modifier)
PF09139	Mmp37	Mitochondrial matrix Mmp37
PF09140	MipZ	ATPase MipZ
PF09141	Talin_middle	Talin, middle domain
PF09142	TruB_C	tRNA Pseudouridine synthase II, C terminal
PF09148	DUF1934	Domain of unknown function (DUF1934)
PF09150	Carot_N	Orange carotenoid protein, N-terminal 
PF09152	DUF1937	Domain of unknown function (DUF1937)
PF09154	DUF1939	Domain of unknown function (DUF1939)
PF09157	TruB-C_2	Pseudouridine synthase II TruB, C-terminal
PF09159	Ydc2-catalyt	Mitochondrial resolvase Ydc2 / RNA splicing MRS1
PF09162	Tap-RNA_bind	Tap, RNA-binding
PF09163	Form-deh_trans	Formate dehydrogenase N, transmembrane
PF09166	Biliv-reduc_cat	Biliverdin reductase, catalytic
PF09167	DUF1942	Domain of unknown function (DUF1942)
PF09169	BRCA-2_helical	BRCA2, helical
PF09171	AGOG	N-glycosylase/DNA lyase
PF09172	DUF1943	Domain of unknown function (DUF1943)
PF09173	eIF2_C	Initiation factor eIF2 gamma, C terminal
PF09174	Maf1	Maf1 regulator
PF09176	Mpt_N	Methylene-tetrahydromethanopterin dehydrogenase, N-terminal
PF09177	Syntaxin-6_N	Syntaxin 6, N-terminal
PF09179	TilS	TilS substrate binding domain
PF09180	ProRS-C_1	Prolyl-tRNA synthetase, C-terminal
PF09183	DUF1947	Domain of unknown function (DUF1947)
PF09184	PPP4R2	PPP4R2
PF09186	DUF1949	Domain of unknown function (DUF1949)
PF09189	DUF1952	Domain of unknown function (DUF1952)
PF09190	DALR_2	DALR domain
PF09192	Act-Frag_cataly	Actin-fragmin kinase, catalytic
PF09194	Endonuc-BsobI	Restriction endonuclease BsobI
PF09195	Endonuc-BglII	Restriction endonuclease BglII
PF09202	Rio2_N	Rio2, N-terminal
PF09203	MspA	MspA
PF09204	Colicin_immun	Bacterial self-protective colicin-like immunity
PF09206	ArabFuran-catal	Alpha-L-arabinofuranosidase B, catalytic
PF09208	Endonuc-MspI	Restriction endonuclease MspI 
PF09209	DUF1956	Domain of unknown function (DUF1956)
PF09210	DUF1957	Domain of unknown function (DUF1957)
PF09215	Phage-Gp8	Bacteriophage T4, Gp8
PF09217	EcoRII-N	Restriction endonuclease EcoRII, N-terminal
PF09223	ZinT	ZinT (YodA) periplasmic lipocalin-like zinc-recruitment
PF09224	DUF1961	Domain of unknown function (DUF1961)
PF09225	Endonuc-PvuII	Restriction endonuclease PvuII
PF09226	Endonuc-HincII	Restriction endonuclease HincII
PF09229	Aha1_N	Activator of Hsp90 ATPase, N-terminal
PF09233	Endonuc-EcoRV	Restriction endonuclease EcoRV
PF09234	DUF1963	Domain of unknown function (DUF1963)
PF09235	Ste50p-SAM	Ste50p, sterile alpha motif
PF09236	AHSP	Alpha-haemoglobin stabilising protein
PF09237	GAGA	GAGA factor
PF09239	Topo-VIb_trans	Topoisomerase VI B subunit, transducer
PF09242	FCSD-flav_bind	Flavocytochrome c sulphide dehydrogenase, flavin-binding
PF09243	Rsm22	Mitochondrial small ribosomal subunit Rsm22
PF09249	tRNA_NucTransf2	tRNA nucleotidyltransferase, second domain
PF09250	Prim-Pol	Bifunctional DNA primase/polymerase, N-terminal
PF09254	Endonuc-FokI_C	Restriction endonuclease FokI, C terminal
PF09258	Glyco_transf_64	Glycosyl transferase family 64 domain
PF09260	DUF1966	Domain of unknown function (DUF1966)
PF09261	Alpha-mann_mid	Alpha mannosidase middle domain
PF09262	PEX-1N	Peroxisome biogenesis factor 1, N-terminal 
PF09264	Sial-lect-inser	Vibrio cholerae sialidase, lectin insertion
PF09265	Cytokin-bind	Cytokinin dehydrogenase 1, FAD and cytokinin binding
PF09268	Clathrin-link	Clathrin, heavy-chain linker
PF09269	DUF1967	Domain of unknown function (DUF1967)
PF09270	BTD	Beta-trefoil DNA-binding domain
PF09271	LAG1-DNAbind	LAG1, DNA binding
PF09273	Rubis-subs-bind	Rubisco LSMT substrate-binding
PF09274	ParG	ParG
PF09278	MerR-DNA-bind	MerR, DNA binding
PF09279	EF-hand_like	Phosphoinositide-specific phospholipase C, efhand-like
PF09280	XPC-binding	XPC-binding domain
PF09281	Taq-exonuc	Taq polymerase, exonuclease
PF09282	Mago-bind	Mago binding
PF09285	Elong-fact-P_C	Elongation factor P, C-terminal
PF09286	Pro-kuma_activ	Pro-kumamolisin, activation domain 
PF09287	CEP1-DNA_bind	CEP-1, DNA binding
PF09288	UBA_3	Fungal ubiquitin-associated domain 
PF09290	AcetDehyd-dimer	Prokaryotic acetaldehyde dehydrogenase, dimerisation
PF09292	Neil1-DNA_bind	Endonuclease VIII-like 1, DNA bind
PF09293	RNaseH_C	T4 RNase H, C terminal
PF09294	Interfer-bind	Interferon-alpha/beta receptor, fibronectin type III
PF09295	ChAPs	ChAPs (Chs5p-Arf1p-binding proteins)
PF09296	NUDIX-like	NADH pyrophosphatase-like rudimentary NUDIX domain
PF09297	zf-NADH-PPase	NADH pyrophosphatase zinc ribbon domain
PF09298	FAA_hydrolase_N	Fumarylacetoacetase N-terminal
PF09299	Mu-transpos_C	Mu transposase, C-terminal
PF09302	XLF	XLF-Cernunnos, XRcc4-like factor, NHEJ component
PF09306	Phage-scaffold	Bacteriophage, scaffolding protein
PF09312	SurA_N	SurA N-terminal domain
PF09313	DUF1971	Domain of unknown function (DUF1971)
PF09314	DUF1972	Domain of unknown function (DUF1972)
PF09316	Cmyb_C	C-myb, C-terminal
PF09317	DUF1974	Domain of unknown function (DUF1974)
PF09320	DUF1977	Domain of unknown function (DUF1977)
PF09323	DUF1980	Domain of unknown function (DUF1980)
PF09324	DUF1981	Domain of unknown function (DUF1981)
PF09325	Vps5	Vps5 C terminal like
PF09326	NADH_dhqG_C	NADH-ubiquinone oxidoreductase subunit G, C-terminal
PF09327	DUF1983	Domain of unknown function (DUF1983)
PF09329	zf-primase	Primase zinc finger
PF09330	Lact-deh-memb	D-lactate dehydrogenase, membrane binding
PF09332	Mcm10	Mcm10 replication factor
PF09333	ATG_C	Autophagy-related protein C terminal domain
PF09334	tRNA-synt_1g	tRNA synthetases class I (M)
PF09335	SNARE_assoc	SNARE associated Golgi protein
PF09336	Vps4_C	Vps4 C terminal oligomerisation domain
PF09337	zf-H2C2	His(2)-Cys(2) zinc finger
PF09338	Gly_reductase	Glycine/sarcosine/betaine reductase component B subunits
PF09339	HTH_IclR	IclR helix-turn-helix domain
PF09340	NuA4	Histone acetyltransferase subunit NuA4
PF09341	Pcc1	Transcription factor Pcc1
PF09343	DUF2460	Conserved hypothetical protein 2217 (DUF2460)
PF09344	Cas_CT1975	CT1975-like protein
PF09345	DUF1987	Domain of unknown function (DUF1987)
PF09346	SMI1_KNR4	SMI1 / KNR4 family (SUKH-1)
PF09347	DUF1989	Domain of unknown function (DUF1989)
PF09348	DUF1990	Domain of unknown function (DUF1990)
PF09349	OHCU_decarbox	OHCU decarboxylase
PF09350	DUF1992	Domain of unknown function (DUF1992)
PF09351	DUF1993	Domain of unknown function (DUF1993)
PF09353	DUF1995	Domain of unknown function (DUF1995)
PF09355	Phage_Gp19	Phage protein Gp19/Gp15/Gp42
PF09356	Phage_BR0599	Phage conserved hypothetical protein BR0599
PF09357	RteC	RteC protein
PF09358	E1_UFD	Ubiquitin fold domain
PF09359	VTC	VTC domain
PF09360	zf-CDGSH	Iron-binding zinc finger CDGSH type
PF09361	Phasin_2	Phasin protein
PF09362	DUF1996	Domain of unknown function (DUF1996)
PF09363	XFP_C	XFP C-terminal domain
PF09364	XFP_N	XFP N-terminal domain
PF09365	DUF2461	Conserved hypothetical protein (DUF2461)
PF09366	DUF1997	Protein of unknown function (DUF1997)
PF09367	CpeS	CpeS-like protein
PF09368	Sas10	Sas10 C-terminal domain
PF09369	DUF1998	Domain of unknown function (DUF1998)
PF09370	PEP_hydrolase	Phosphoenolpyruvate hydrolase-like
PF09371	Tex_N	Tex-like protein N-terminal domain
PF09373	PMBR	Pseudomurein-binding repeat
PF09374	PG_binding_3	Predicted Peptidoglycan domain
PF09375	Peptidase_M75	Imelysin
PF09376	NurA	NurA domain
PF09377	SBDS_C	SBDS protein C-terminal domain
PF09378	HAS-barrel	HAS barrel domain
PF09379	FERM_N	FERM N-terminal domain 
PF09380	FERM_C	FERM C-terminal PH-like domain
PF09382	RQC	RQC domain
PF09383	NIL	NIL domain
PF09384	UTP15_C	UTP15 C terminal
PF09385	HisK_N	Histidine kinase N terminal
PF09386	ParD	Antitoxin ParD
PF09391	DUF2000	Protein of unknown function (DUF2000)
PF09392	T3SS_needle_F	Type III secretion needle MxiH, YscF, SsaG, EprI, PscF, EscF
PF09393	DUF2001	Phage tail tube protein
PF09394	Inhibitor_I42	Chagasin family peptidase inhibitor I42
PF09397	Ftsk_gamma	Ftsk gamma domain
PF09398	FOP_dimer	FOP N terminal dimerisation domain
PF09402	MSC	Man1-Src1p-C-terminal domain
PF09404	DUF2003	Eukaryotic protein of unknown function (DUF2003)
PF09405	Btz	CASC3/Barentsz eIF4AIII binding
PF09406	DUF2004	Protein of unknown function (DUF2004)
PF09407	AbiEi_1	AbiEi antitoxin C-terminal domain
PF09409	PUB	PUB domain
PF09411	PagL	Lipid A 3-O-deacylase (PagL)
PF09412	XendoU	Endoribonuclease XendoU
PF09413	DUF2007	Putative prokaryotic signal transducing protein 
PF09414	RNA_ligase	RNA ligase
